"","990
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
031","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","54","",".",".",".",".",".",".",".","75.9","",".",".","",".","22.2","1.9",".",".","."
"CBE
220","Dept. Total","1058","3.291","38.1","18.0","16.4","9.5","6.7","1.1","0.5","7.5","",".","0.4","",".","1.5","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.755","58.8","33.3","7.8",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","71","3.386","53.5","18.3","18.3","7.0","1.4","1.4",".",".","",".",".","",".",".",".",".",".","."
"Junior","","136","3.167","33.1","19.9","19.1","11.8","14.0","1.5","0.7",".","",".",".","",".",".",".",".",".","."
"Senior","","633","3.267","39.8","18.6","19.6","10.9","8.1","1.4","0.6",".","",".","0.6","",".",".","0.3",".",".","."
"Undergraduates","","891","3.266","41.0","19.6","18.7","10.1","8.0","1.3","0.6",".","",".","0.4","",".",".","0.2",".",".","."
"Special","","8","2.929","25.0",".",".","62.5",".",".",".",".","",".",".","",".",".","12.5",".",".","."
"Graduate","","170","3.656","20.6","8.8","3.5","2.9",".",".",".","53.5","",".",".","",".","9.4","1.2",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1070","3.291","37.7","17.8","16.2","9.3","6.6","1.1","0.5","8.5","",".","0.4","",".","1.5","0.5",".",".","."
