"","990
015","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
017","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis Research","Course Total","21","",".",".",".",".",".",".",".","95.2","",".",".","",".","4.8",".",".",".","."
"ASIAN
185","Dept. Total","569","3.711","67.7","13.4","6.0","2.5","2.8","0.7","0.7","4.4","",".",".","",".","0.7","0.9",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"185
ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.575","63.6","15.6","10.4","2.6","5.2","1.3","1.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","111","3.634","69.4","11.7","7.2","4.5","6.3",".","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","130","3.698","70.8","16.2","6.9","0.8","1.5","1.5","1.5",".","",".",".","",".",".","0.8",".",".","."
"Senior","","178","3.792","74.2","14.0","4.5","2.8","1.7","0.6",".",".","",".",".","",".","1.7","0.6",".",".","."
"Undergraduates","","496","3.697","70.6","14.3","6.7","2.6","3.2","0.8","0.8",".","",".",".","",".","0.6","0.4",".",".","."
"Special","","9","3.654","33.3",".",".","11.1",".",".",".","44.4","",".",".","",".",".",".",".","11.1","."
"Graduate","","64","3.905","50.0","7.8","1.6",".",".",".",".","32.8","",".",".","",".","1.6","4.7",".","1.6","."
"","Dept. Total","569","3.711","67.7","13.4","6.0","2.5","2.8","0.7","0.7","4.4","",".",".","",".","0.7","0.9",".","0.4","."
