"","999
106","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
110","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
130","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading for PhD Prelims","Course Total","12","",".",".",".",".",".",".",".","91.7",".",".","",".","8.3",".",".",".","."
"ENGL
352","Dept. Total","4212","3.758","71.9","13.8","5.8","1.4","1.1","0.5","1.2","1.0","0.0","0.2","",".","1.4","1.3","0.0","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1022","3.742","77.1","10.7","5.9","1.5","2.0","0.4","1.8",".",".",".","",".",".","0.7","0.1",".","."
"Sophomore","","993","3.750","72.0","16.9","6.5","1.5","0.7","0.4","1.3",".",".",".","",".",".","0.5","0.1",".","."
"Junior","","1011","3.745","70.9","17.5","5.6","1.5","1.1","0.6","1.2",".",".",".","",".",".","1.3",".","0.2","0.1"
"Senior","","837","3.762","74.6","13.4","6.0","1.9","1.0","0.7","1.0","0.1",".",".","",".",".","1.3",".","0.1","."
"Undergraduates","","3863","3.749","73.6","14.7","6.0","1.6","1.2","0.5","1.3","0.0",".",".","",".",".","0.9","0.1","0.1","0.0"
"Special","","74","3.728","48.6","14.9","13.5",".",".",".",".","8.1",".",".","",".",".","9.5",".","4.1","1.4"
"Graduate","","275","3.981","54.5","1.5","0.4",".",".",".",".","13.1","0.7","2.9","",".","22.2","4.0",".","0.7","."
"","Dept. Total","4212","3.758","71.9","13.8","5.8","1.4","1.1","0.5","1.2","1.0","0.0","0.2","",".","1.4","1.3","0.0","0.2","0.0"
