"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","300
001","258","3.366","26.0","38.0","23.6","8.9","3.1","0.4",".",".",".",".",".",".",".",".",".","."
"","300
002","264","3.201","23.1","34.5","20.8","14.0","3.8","1.9","1.9",".",".",".",".",".",".",".",".","."
"","300
003","258","3.210","19.0","38.0","26.0","8.5","4.3","3.1","0.8","0.4",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","780","3.259","22.7","36.8","23.5","10.5","3.7","1.8","0.9","0.1",".",".",".",".",".",".",".","."
"","305
001","50","3.653","50.0","32.0","12.0","4.0",".",".",".","2.0",".",".",".",".",".",".",".","."
"","305
002","49","3.541","46.9","22.4","24.5","4.1","2.0",".",".",".",".",".",".",".",".",".",".","."
"","305
003","48","3.417","33.3","29.2","27.1","8.3","2.1",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","Course Total","147","3.538","43.5","27.9","21.1","5.4","1.4",".",".","0.7",".",".",".",".",".",".",".","."
"","310
001","41","3.622","36.6","56.1","4.9",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"","310
002","28","3.232","17.9","25.0","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","310
003","43","3.419","23.3","46.5","23.3","4.7","2.3",".",".",".",".",".",".",".",".",".",".","."
"","310
004","43","3.279","16.3","41.9","25.6","14.0","2.3",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","Course Total","155","3.400","23.9","43.9","22.6","7.7","1.9",".",".",".",".",".",".",".",".",".",".","."
"","335
001","58","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
335","60","3.958","95.0","1.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Brand Management & Strategy","Course Total","118","3.979","97.5","0.8","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","355
001","49","3.959","93.9","4.1","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","355
002","51","3.900","78.4","19.6",".",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"","355
003","49","3.939","89.8","8.2","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing in a Digital Age","Course Total","149","3.932","87.2","10.7","1.3",".",".",".",".","0.7",".",".",".",".",".",".",".","."
"Contemporary Topics","001
365","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
138","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
214","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","Course Total","2","***","","","","","","","","","","","","","","","",""
"Sports Marketing","410
001","48","3.594","41.7","41.7","10.4","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Global Marketing Strategy","420
001","17","3.647","35.3","58.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentls-Supply Chain Mgmt","421
001","37","3.784","78.4","10.8","5.4",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"","422
001","33","3.652","42.4","48.5","6.1","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"","422
002","28","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Logistics Management","Course Total","61","3.746","55.7","39.3","3.3","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Procurement and Supply Mgmt","423
001","29","3.569","34.5","44.8","20.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sales Strategy and Management","424
001","37","3.514","32.4","51.4","10.8","2.7",".","2.7",".",".",".",".",".",".",".",".",".","."
"","425
001","50","3.940","90.0","8.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","425
002","45","3.844","80.0","8.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Channel Strategy","Course Total","95","3.895","85.3","8.4","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Retailing","426
001","14","2.231",".",".","21.4","28.6","28.6","14.3",".",".",".",".",".",".","7.1",".",".","."
"Strategic Pricing","001
430","28","3.446","32.1","42.9","17.9","3.6",".","3.6",".",".",".",".",".",".",".",".",".","."
"New Product Innovation","437
001","14","3.607","21.4","78.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
001","47","3.670","55.3","27.7","14.9",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"","460
002","47","3.532","29.8","48.9","19.1","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"","460
003","38","3.487","36.8","31.6","23.7","7.9",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 61 of 464"
