"EDU","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","",""
"RP & SE
Dept. Total
194","1669","3.881","87.0","6.0","3.2","0.8","0.7","0.1","0.7","0.5","",".",".","",".","0.2","0.8","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","178","3.731","77.5","7.3","7.9","2.2","2.8","0.6","1.1",".","",".",".","",".",".","0.6",".",".","."
"Sophomore","230","3.822","83.5","7.4","4.3","1.3","0.9",".","1.3",".","",".",".","",".",".","1.3",".",".","."
"Junior","360","3.911","90.8","4.4","2.8","0.6","0.8",".","0.3",".","",".",".","",".",".","0.3",".",".","."
"Senior","557","3.910","88.0","7.5","2.5","0.7",".",".","0.4",".","",".",".","",".",".","0.9",".",".","."
"Undergraduates","1325","3.871","86.6","6.6","3.6","1.0","0.8","0.1","0.6",".","",".",".","",".",".","0.8",".",".","."
"Special","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","342","3.925","88.9","3.5","1.5",".","0.3",".","0.9","2.3","",".",".","",".","1.2","0.9","0.6",".","."
"Dept. Total","1669","3.881","87.0","6.0","3.2","0.8","0.7","0.1","0.7","0.5","",".",".","",".","0.2","0.8","0.1",".","."
