"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"INTER-LS
502","Dept. Total","1069","3.788","82.6","7.0","3.9","1.9","1.5","0.6","1.0","",".","",".",".","",".","",".","1.2","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","320","3.744","77.8","10.6","3.8","1.9","2.5","0.6","1.3","",".","",".",".","",".","",".","0.9","0.6",".","."
"Sophomore","","359","3.818","85.0","5.8","3.3","2.2","0.8","0.8","0.8","",".","",".",".","",".","",".","1.1",".",".","."
"Junior","","242","3.768","83.5","5.4","5.4","1.7","1.2","0.4","0.8","",".","",".",".","",".","",".","1.2","0.4",".","."
"Senior","","145","3.856","85.5","4.8","3.4","1.4","1.4",".","1.4","",".","",".",".","",".","",".","2.1",".",".","."
"Undergraduates","","1066","3.787","82.6","7.0","3.9","1.9","1.5","0.6","1.0","",".","",".",".","",".","",".","1.2","0.3",".","."
"Special","","3","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1069","3.788","82.6","7.0","3.9","1.9","1.5","0.6","1.0","",".","",".",".","",".","",".","1.2","0.3",".","."
