"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","15715","3.721","73.3","8.8","5.4","2.0","2.5","1.0","0.7","2.3","0.0","2.3","0.0","0.4","1.1","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1964","3.658","69.6","12.7","8.5","3.0","3.0","1.2","1.1",".",".",".",".",".","0.9",".","0.1","0.1"
"Sophomore","","2323","3.650","73.1","9.4","7.3","3.1","4.1","1.2","1.0","0.0",".","0.0",".",".","0.7",".","0.0","."
"Junior","","3093","3.664","75.3","8.3","5.9","2.3","3.4","1.2","0.9",".",".","1.7",".",".","0.8","0.0","0.0","."
"Senior","","4743","3.715","74.5","10.2","5.7","2.2","2.4","1.1","0.5","0.0",".","2.2","0.0","0.0","0.8","0.1","0.1","."
"Undergraduates","","12123","3.682","73.6","10.0","6.5","2.5","3.1","1.2","0.8","0.0",".","1.3","0.0","0.0","0.8","0.0","0.0","0.0"
"Special","","212","3.719","48.1","2.8","3.8","2.4","1.9","0.5","0.5","34.0",".",".",".",".","1.4","0.5","2.8","1.4"
"Graduate","","3319","3.930","74.1","5.0","1.4","0.1","0.1","0.1","0.2","8.7","0.2","6.2",".","1.7","2.0","0.2","0.0","."
"Prof Yr 1","","45","2.233","28.9","4.4","11.1","2.2","22.2","17.8","8.9","2.2",".",".",".",".","2.2",".",".","."
"Prof Yr 2","","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","5","***","","","","","","","","","","40.0",".",".",".",".",".","."
"Professionals","","63","2.500","41.3","3.2","7.9","1.6","15.9","12.7","6.3","6.3",".","3.2",".",".","1.6",".",".","."
"","College Total","15717","3.721","73.3","8.8","5.4","2.0","2.5","1.0","0.7","2.3","0.0","2.3","0.0","0.4","1.1","0.1","0.1","0.0"
