"","990
041","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".",".",".","88.9","",".",".","",".","11.1",".",".",".","."
"ART HIST
180","Dept. Total","631","3.627","46.1","17.4","6.5","1.6","1.7","0.6","1.0","16.5","",".",".","",".","0.5","2.1","0.5","5.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.379","51.9","21.5","12.7","2.5","3.8","2.5","5.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","84","3.616","47.6","34.5","15.5","1.2","1.2",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","105","3.587","53.3","27.6","9.5","4.8","1.0",".","1.9",".","",".",".","",".",".","1.0","1.0",".","."
"Senior","","139","3.657","59.7","23.7","5.0","1.4","4.3","1.4",".","0.7","",".",".","",".","0.7","2.9",".",".","."
"Undergraduates","","407","3.573","54.1","26.5","9.8","2.5","2.7","1.0","1.5","0.2","",".",".","",".","0.2","1.2","0.2",".","."
"Special","","126","4.000","1.6",".",".",".",".",".",".","68.3","",".",".","",".",".","0.8","1.6","27.0","0.8"
"Graduate","","98","3.972","70.4","2.0","1.0",".",".",".",".","17.3","",".",".","",".","2.0","7.1",".",".","."
"","Dept. Total","631","3.627","46.1","17.4","6.5","1.6","1.7","0.6","1.0","16.5","",".",".","",".","0.5","2.1","0.5","5.4","0.2"
