"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","177","3.640","56.5","11.9","6.2","5.1","1.7","",".","1.7","8.5","",".",".","",".","",".","3.4","2.8","2.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.490","42.9","21.4","28.6","7.1",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","30","3.561","63.3","23.3","3.3","3.3",".","",".","6.7",".","",".",".","",".","",".",".",".",".","."
"Junior","","44","3.718","56.8","13.6","6.8","6.8",".","",".",".",".","",".",".","",".","",".","9.1","4.5","2.3","."
"Senior","","43","3.440","53.5","11.6","7.0","9.3","7.0","",".","2.3",".","",".",".","",".","",".","2.3",".","7.0","."
"Undergraduates","","131","3.563","55.7","16.0","8.4","6.9","2.3","",".","2.3",".","",".",".","",".","",".","3.8","1.5","3.1","."
"Special","","16","4.000","31.3",".",".",".",".","",".",".","50.0","",".",".","",".","",".",".","18.8",".","."
"Graduate","","30","4.000","73.3",".",".",".",".","",".",".","23.3","",".",".","",".","",".","3.3",".",".","."
"","Dept. Total","177","3.640","56.5","11.9","6.2","5.1","1.7","",".","1.7","8.5","",".",".","",".","",".","3.4","2.8","2.3","."
