"Naval Operations","401
001","","8","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Advanced Naval Laboratory I","475
001","","9","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Professional Naval Lab I","575
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NAV SCI
672","Dept. Total","","87","3.846","82.8","13.8","2.3","",".","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","14","3.976","92.9","7.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","27","3.716","59.3","33.3","7.4","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.773","88.2","5.9",".","",".","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","29","3.971","96.6","3.4",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","87","3.846","82.8","13.8","2.3","",".","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","87","3.846","82.8","13.8","2.3","",".","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
