"","990
025","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
026","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
028","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","6","",".",".",".",".",".",".","",".","83.3","",".",".","",".","16.7","",".",".",".","."
"AGROECOL
130","Dept. Total","134","3.778","58.2","15.7","3.7","0.7","0.7","0.7","",".","4.5","",".","11.2","",".","0.7","",".",".","3.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.667","46.7","40.0","13.3",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","16","3.813","75.0","18.8",".","6.3",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","23","3.500","47.8","30.4","13.0",".","4.3","4.3","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","22","3.886","77.3","22.7",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","76","3.711","61.8","27.6","6.6","1.3","1.3","1.3","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".","",".",".","100.0","."
"Graduate","","53","4.000","58.5",".",".",".",".",".","",".","11.3","",".","28.3","",".","1.9","",".",".",".","."
"","Dept. Total","134","3.778","58.2","15.7","3.7","0.7","0.7","0.7","",".","4.5","",".","11.2","",".","0.7","",".",".","3.7","."
