"ALS","","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","","",""
"SOIL SCI
908","Dept. Total","243","3.474","43.6","19.8","10.7","5.8","3.7","1.2","0.8","12.3","",".",".","",".","2.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"908
SOIL SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.758","9.1","31.8","18.2","27.3","4.5","4.5","4.5",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","23","3.364","30.4","26.1","26.1","13.0","4.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","44","3.327","45.5","25.0","15.9","4.5","6.8","2.3",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","85","3.566","58.8","21.2","9.4","3.5","4.7","1.2","1.2",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","174","3.385","45.4","24.1","14.4","8.0","5.2","1.7","1.1",".","",".",".","",".",".","",".",".",".","."
"Graduate","","69","3.885","39.1","8.7","1.4",".",".",".",".","43.5","",".",".","",".","7.2","",".",".",".","."
"","Dept. Total","243","3.474","43.6","19.8","10.7","5.8","3.7","1.2","0.8","12.3","",".",".","",".","2.1","",".",".",".","."
