"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"","101
001","","7","3.571","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","17","3.618","52.9","29.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","10","3.333","40.0","20.0","10.0",".","20.0",".",".",".",".",".",".",".","10.0",".",".","."
"","004
101","","7","3.143","42.9","28.6","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"1st Semester Russian","Course Total","","41","3.463","46.3","29.3","9.8","2.4","7.3",".","2.4",".",".",".",".",".","2.4",".",".","."
"1st Semester Polish","111
001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
203","","14","3.346","50.0",".","14.3","21.4","7.1",".",".",".",".",".",".",".","7.1",".",".","."
"Third Semester Russian","Course Total","","19","3.333","42.1","10.5","15.8","21.1","5.3",".",".",".",".",".",".",".","5.3",".",".","."
"Third Semester Polish","207
001","","9","3.563","33.3","33.3","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Third Semester Czech","217
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","245
001","","21","2.952","19.0","9.5","47.6","9.5","4.8","9.5",".",".",".",".",".",".",".",".",".","."
"","245
002","","36","3.847","72.2","25.0","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Slavic Literatures","Course Total","","57","3.518","52.6","19.3","19.3","3.5","1.8","3.5",".",".",".",".",".",".",".",".",".","."
"Third Year Russian I","001
275","","11","3.500","54.5","9.1","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Third Year Polish I","277
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Intensive Polish","301
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Russian Lang & Culture I","315
001","","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Fourth Year Russian I","321
001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Year Polish I","331
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Russian Culture","433
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Intensive Czech","451
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist lit polsk do roku 1863","470
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Capstone Smr:Russian Lit&Cultr","560
001","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Directed Study","699
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Soviet, Emigre, Post-Sov. Lit","709
001","","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"Topics in Slavic Literature","755
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"The Structure of Russian","802
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"College Teaching of Russian","820
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
002","","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"Seminar: Slavic Lit & Culture","Course Total","","11","3.912","72.7","9.1",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"","991
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","","10","",".",".",".",".",".",".",".","30.0",".",".",".","50.0","10.0",".","10.0","."
