"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1465","3.733","59.4","21.5","6.2","0.7","0.9","0.4","0.8","2.4","",".","6.4","",".","0.6","0.5",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","116","3.563","56.9","23.3","13.8","1.7",".",".","3.4",".","",".",".","",".",".","0.9",".",".","."
"Sophomore","225","3.600","49.8","32.4","11.6","0.4","1.3","0.9","1.3",".","",".","1.3","",".",".","0.9",".",".","."
"Junior","445","3.759","61.6","26.5","3.8","0.7","1.3","0.7","0.2",".","",".","5.2","",".",".",".",".",".","."
"Senior","545","3.790","64.0","16.5","5.3","0.7","0.7","0.2","0.6",".","",".","10.6","",".","0.4","0.7",".","0.2","."
"Undergraduates","1331","3.723","60.2","23.1","6.6","0.8","1.0","0.5","0.8",".","",".","6.3","",".","0.2","0.5",".","0.1","."
"Special","7","3.750","14.3","14.3",".",".",".",".",".","57.1","",".",".","",".",".",".",".","14.3","."
"Graduate","126","3.921","53.2","4.8","2.4",".",".",".",".","24.6","",".","7.9","",".","5.6","0.8",".","0.8","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1465","3.733","59.4","21.5","6.2","0.7","0.9","0.4","0.8","2.4","",".","6.4","",".","0.6","0.5",".","0.2","."
