"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"790","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","108","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","67","",".",".",".",".",".",".",".","79.1",".",".",".","20.9",".",".",".","."
"861
Theory of Machine Learning","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"888
Topics in Math Data Science","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","017","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"890","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 132 of 464",""
