"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","195","3.652","65.1","11.3","9.2","3.1","1.5","2.6","0.5","1.5","",".",".","",".","",".","3.6","0.5","1.0","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","13","3.189","23.1","38.5","7.7","23.1",".","7.7",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","38","3.787","71.1","15.8","10.5","2.6",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","52","3.779","67.3","11.5","9.6","1.9","1.9",".",".",".","",".",".","",".","",".","5.8","1.9",".","."
"Senior","81","3.564","69.1","6.2","7.4","1.2","2.5","4.9","1.2",".","",".",".","",".","",".","4.9",".","2.5","."
"Undergraduates","184","3.650","65.8","12.0","8.7","3.3","1.6","2.7","0.5",".","",".",".","",".","",".","3.8","0.5","1.1","."
"Graduate","11","3.700","54.5",".","18.2",".",".",".",".","27.3","",".",".","",".","",".",".",".",".","."
"Dept. Total","195","3.652","65.1","11.3","9.2","3.1","1.5","2.6","0.5","1.5","",".",".","",".","",".","3.6","0.5","1.0","."
