"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","46","3.989","93.5","2.2",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","170
001","14","3.250","21.4","28.6","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","23","3.326","21.7","39.1","21.7","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","19","3.395","42.1","21.1","10.5","26.3",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","56","3.330","28.6","30.4","19.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mech Eng","001
201","143","3.500","55.9","20.3","11.2","3.5","3.5","3.5","1.4",".",".",".",".",".",".",".",".","0.7"
"Geometric Modeling","231
001","193","3.182","22.8","35.2","19.7","11.9","3.6","2.6","2.6",".",".",".",".",".","1.6",".",".","."
"Dynamics","240
001","165","3.000","9.7","25.5","32.1","24.2","6.7","1.8",".",".",".",".",".",".",".",".",".","."
"Eng. Problem Solving EES","273
001","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"Undergrad Mech Engr Project","291
050","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
041","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","77","3.078","29.9","15.6","22.1","13.0","15.6","3.9",".",".",".",".",".",".",".",".",".","."
"","306
002","59","3.110","30.5","10.2","27.1","18.6","11.9","1.7",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","136","3.092","30.1","13.2","24.3","15.4","14.0","2.9",".",".",".",".",".",".",".",".",".","."
"","307
002","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
007","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
010","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
011","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
012","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
013","7","3.643","71.4","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","014
307","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
015","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
016","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
017","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","134","3.873","79.9","16.4","3.0",".","0.7",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing: Polymers","310
001","91","3.835","69.2","28.6","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","314
001","40","3.550","37.5","40.0","17.5","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","314
002","41","3.451","29.3","39.0","26.8","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","81","3.500","33.3","39.5","22.2","3.7","1.2",".",".",".",".",".",".",".",".",".",".","."
"Computer-Aided Engineering","331
001","142","3.303","29.6","23.9","32.4","5.6","8.5",".",".",".",".",".",".",".",".",".",".","."
"","340
001","83","3.313","26.5","32.5","21.7","15.7","3.6",".",".",".",".",".",".",".",".",".",".","."
"","340
002","50","3.270","24.0","34.0","26.0","8.0","6.0","2.0",".",".",".",".",".",".",".",".",".","."
"Dynamic Systems","Course Total","133","3.297","25.6","33.1","23.3","12.8","4.5","0.8",".",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","342
001","97","3.098","24.7","24.7","14.4","19.6","15.5","1.0",".",".",".",".",".",".",".",".",".","."
