"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"Ensemble-Woodwind","Course Total","","5","***","","","","","","","","","","","","","","","",""
"","267
020","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
035","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
089","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
135","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","267
220","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Brass","Course Total","","37","3.959","94.6","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","268
001","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","268
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Percussion","Course Total","","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
071","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
171","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-String","Course Total","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
101","","14","3.571","35.7","50.0","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","271
102","","10","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
103","","12","3.583","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 3","Course Total","","36","3.528","36.1","38.9","19.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Music Learning and Teaching 1","301
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comp Arr & Orch for Mus Teach","304
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","331
050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","331
066","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Improvisation","Course Total","","12","3.458","58.3","25.0","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","337
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","340
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pedagogy","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","346
029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Repertoire","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Wind Ensemble","40
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"St Teach Music Gen/Vocal","409
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Concert Band","41
001","","46","3.913","97.8",".",".",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"St Teach Music Gen/Instr","410
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey Music-Baroque Era","413
001","","18","3.412","44.4","11.1","22.2","11.1","5.6",".",".",".",".",".",".",".","5.6",".",".","."
"Survey Music-Classic Era","414
001","","21","3.500","52.4","28.6","4.8","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 304 of 464",""
