"","990
202","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
203","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
205","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","49","",".",".",".",".",".",".",".","85.7",".",".","",".","14.3",".",".",".","."
"MATH
600","Dept. Total","9088","2.905","32.2","10.3","22.2","7.2","15.4","5.6","4.2","0.6","0.0","0.0","",".","0.1","2.0","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3774","2.749","23.1","10.1","25.1","7.9","19.6","6.8","5.2",".",".",".","",".",".","2.1","0.1",".","0.0"
"Sophomore","","2372","2.948","34.9","9.3","22.0","6.2","15.1","5.7","4.6","0.0",".",".","",".",".","2.1","0.0",".","0.1"
"Junior","","1353","2.913","29.9","11.1","23.3","9.5","13.8","5.8","3.8",".",".",".","",".",".","2.6","0.1",".","0.1"
"Senior","","895","3.098","38.5","12.7","19.0","7.7","12.2","4.2","2.8","0.2","0.1","0.2","",".","0.1","2.1",".",".","."
"Undergraduates","","8394","2.857","29.2","10.3","23.3","7.7","16.6","6.0","4.5","0.0","0.0","0.0","",".","0.0","2.2","0.0",".","0.1"
"Special","","146","3.649","66.4","14.4","10.3","0.7","2.1","0.7","2.1","1.4",".",".","",".",".",".","0.7","1.4","."
"Graduate","","548","3.778","69.5","8.8","8.4","0.9","1.1","0.5","0.2","8.6",".",".","",".","1.3","0.4","0.2","0.2","."
"","Dept. Total","9088","2.905","32.2","10.3","22.2","7.2","15.4","5.6","4.2","0.6","0.0","0.0","",".","0.1","2.0","0.1","0.0","0.1"
