"NUCLEAR ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"234
Prin&Prac-Nuclr Reactr Oper","001","","11","2.955","18.2","36.4","9.1","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"305
Fundamentals-Nuclear Engr","001","","26","3.292","23.1","26.9","26.9","11.5","3.8",".",".",".",".",".",".",".",".",".","7.7","."
"406
Nuclear Reactor Analysis","001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"411
Nuclear Reactor Engineering","001","","17","3.529","52.9",".","47.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"423
Nuclear Engr Materials","001","","9","3.167","11.1","44.4","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"427
Nuclear Instrumentation Lab","001","","22","3.750","63.6","27.3","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"433
Principles of Corrosion","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","9","3.222","22.2","33.3","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"528
Plasma Processng & Technlgy","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Mat Degradation Adv Nuclr Reac","001","","10","3.600","60.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"565
Power Plant Technology","001","","10","3.333","20.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0","."
"569
Health Phys and Bio Effects","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"602
Special Topics-Reactor Engr","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","12","3.808","58.3","33.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"726
Plasma Magnetohydrodynamics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"890","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","9","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"890","031","","8","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"890","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 156 of 464",""
