"TERM : 1222","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","Section
#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Interventional Radiology","Course Total
10","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".  
."
"RADIOL
832","99
Dept. Total","4.000","","1.0","",".","",".",".","",".","",".","",".","99.0","",".",".","",".","",".","",".",".",".  
."
"Summary by Level","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Undergraduates","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Prof Yr 3","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Prof Yr 4","97","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".  
."
"Professionals","98","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".  
."
"","Dept. Total
99","4.000","","1.0","",".","",".",".","",".","",".","",".","99.0","",".",".","",".","",".","",".",".",".  
."
"January 05, 2022","","","","","","","","","","","","","","","","","","","","","","","","","","","Page 429 of 464"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","*** Please note: The Law School uses a non-standard grade scale. Some of these grades cannot be mapped to our standard A/B, BC grading scale and are therefore excluded from this report..","","","","","","","","","","","","","","","","","","","","","","","","","",""
