"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Image Processing","533
001","8","3.500","12.5","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","71","3.211","31.0","26.8","16.9","15.5","4.2","5.6",".",".",".",".",".",".",".",".",".","."
"","537
001","296","3.447","43.6","19.3","27.4","7.1","1.0",".","1.4",".",".",".",".",".","0.3",".",".","."
"","537
010","23","3.587","39.1","43.5","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","319","3.458","43.3","21.0","26.3","6.9","0.9",".","1.3",".",".",".",".",".","0.3",".",".","."
"Intro-Artificl Neural Ntwrks","539
001","42","3.268","14.3","40.5","31.0","7.1","4.8",".",".",".",".",".",".",".","2.4",".",".","."
"","540
001","140","3.439","50.7","15.0","15.0","10.0","9.3",".",".",".",".",".",".",".",".",".",".","."
"","540
002","153","3.399","50.3","15.0","14.4","9.8","8.5","1.3","0.7",".",".",".",".",".",".",".",".","."
"","540
003","59","3.379","39.0","23.7","22.0","6.8","3.4","3.4",".",".",".",".",".",".","1.7",".",".","."
"Intro-Artificl Intelligence","Course Total","352","3.412","48.6","16.5","15.9","9.4","8.0","1.1","0.3",".",".",".",".",".","0.3",".",".","."
"Intro-Computer Architecture","552
001","19","3.447","57.9","15.8","10.5","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","177","3.523","38.4","31.1","21.5","6.2",".",".",".","0.6",".",".",".",".","2.3",".",".","."
"Prob& InfoTheory in Mach Learn","561
001","35","3.729","65.7","22.9","5.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"","564
001","193","3.210","23.3","26.9","30.1","10.9","7.3","1.6",".",".",".",".",".",".",".",".",".","."
"","564
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Database Mgt Systems","Course Total","194","3.209","23.2","26.8","30.4","10.8","7.2","1.5",".",".",".",".",".",".",".",".",".","."
"Medical Image Analysis","567
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Humn-Comp Interaction","570
001","186","3.803","67.7","26.9","3.8","0.5",".","0.5",".","0.5",".",".",".",".",".",".",".","."
"","571
001","121","3.387","47.9","15.7","15.7","7.4","9.1","2.5",".",".",".",".",".",".","1.7",".",".","."
"","571
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Building User Interfaces","Course Total","122","3.388","47.5","16.4","15.6","7.4","9.0","2.5",".",".",".",".",".",".","1.6",".",".","."
"Introduction to Bioinformatics","576
001","66","3.280","53.0","15.2","9.1","4.5","9.1","6.1","3.0",".",".",".",".",".",".",".",".","."
"","577
001","159","3.006","20.8","11.9","38.4","9.4","16.4","2.5",".",".",".",".",".",".",".","0.6",".","."
"","577
002","197","2.964","24.9","15.2","30.5","11.2","6.1","4.6","5.1",".",".",".",".",".","2.5",".",".","."
"","003
577","36","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Algorithms","Course Total","392","3.066","28.6","13.3","31.6","9.4","9.7","3.3","2.6",".",".",".",".",".","1.3","0.3",".","."
"","611
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
611","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"User Experience Design 1","Course Total","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
002","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
003","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
638","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
005","39","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","82","3.791","79.3","11.0","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","53","3.327","49.1","20.8","5.7","5.7","11.3","3.8","1.9","1.9",".",".",".",".",".",".",".","."
"","639
002","50","3.694","70.0","10.0","10.0","2.0","6.0",".",".",".",".",".",".",".","2.0",".",".","."
"UG Elective Topic in Computing","Course Total","103","3.505","59.2","15.5","7.8","3.9","8.7","1.9","1.0","1.0",".",".",".",".","1.0",".",".","."
"Intro to Computer Networks","640
001","83","3.774","65.1","25.3","6.0","2.4",".",".",".","1.2",".",".",".",".",".",".",".","."
"Intro to Information Security","642
001","53","3.151","22.6","24.5","34.0","9.4","5.7","1.9","1.9",".",".",".",".",".",".",".",".","."
"","681
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 223 of 464",""
