"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"CIVIL AND ENVIRONMENTAL EN Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"572
Transportation Operations","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"574
Traffic Control","001","23","3.413","30.4","30.4","30.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"576
Advanced Pavement Design","001","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"578
Senior Capstone Design","001","37","3.581","54.1","8.1","37.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"579
Seminar-Transportation Engr","001","24","4.000","95.8",".",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"609
Spec Topics-Water Chemistry","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"619
Special Topics in Hydrology","001","7","3.885","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"629
Special Topics-Envir Engr","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"631
Toxicants in the Environmnt","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"649
Specl Topic-Structural Engr","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"669
Topics:Constructn Engr&Mgmt","002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","074","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"721
Bio Principles of Env Eng","003","17","3.938","82.4","11.8",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"775
Turblnt Heat&Momentm Trnsfr","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","074","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","17","",".",".",".",".",".",".",".","70.6",".",".",".","29.4",".",".",".","."
"822","001","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"822","003","9","3.875","77.8",".","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Envr Engr:Phy/Chem Treatmnt","Course Total","17","3.768","70.6","5.9","17.6",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"890","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 125 of 464",""
