"","990
032","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
045","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
050","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".","",".","83.8","",".",".","",".","16.2","",".",".",".","."
"DY SCI
292","Dept. Total","249","3.628","63.5","6.0","9.2","3.2","2.0","0.8","",".","12.9","",".",".","",".","2.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.589","70.6","11.8","15.7","2.0",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","23","3.778","82.6","4.3","8.7","4.3",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","25","3.645","80.0","4.0","12.0",".",".","4.0","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","83","3.529","65.1","8.4","12.0","7.2","6.0","1.2","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","182","3.584","70.9","8.2","12.6","4.4","2.7","1.1","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","67","4.000","43.3",".",".",".",".",".","",".","47.8","",".",".","",".","9.0","",".",".",".","."
"","Dept. Total","249","3.628","63.5","6.0","9.2","3.2","2.0","0.8","",".","12.9","",".",".","",".","2.4","",".",".",".","."
