"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","",""
"Prin&Pract-Stage Costume Dsgn","363","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stage Lighting I","366","001","12","3.256","33.3","33.3","16.7","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"Script Analysis","367","001","21","3.575","57.1","9.5","19.0","4.8","4.8",".",".",".",".",".",".",".","4.8",".",".","."
"Set Design I","372","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Stage Management","379","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Acting Styles","450","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Costume Technology Topics","464","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Scenic Painting","472","002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business of Acting","501","001","11","3.455","54.5",".","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Backstage Laboratory III","561","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship in Theatre","597","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Theories of Acting","631","001","14","3.750","71.4","7.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Production Practicum","661","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"THEATRE
942","","Dept. Total","719","3.796","80.1","8.2","4.7","2.1","1.1","0.4","1.0",".",".","0.1",".","0.1","1.0","0.3","0.8","."
