"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"","SPANISH (SPANISH AND PORTU Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Advanced Conversation","","Course Total","","47","3.957","91.5","4.3","2.1",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"Survey of Spanish American Lit","326","001","","15","3.071","26.7","33.3","6.7","6.7","13.3",".","6.7",".",".",".",".",".","6.7",".",".","."
"Intro to Spanish Linguistics","327","001","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish for Business","329","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Applied Linguistics","331","001","","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361","002","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","","Course Total","","33","3.970","93.9","6.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","363","001","","19","3.889","73.7","21.1",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","363","002","","23","3.783","78.3","8.7","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","","Course Total","","42","3.829","76.2","14.3","4.8",".","2.4",".",".",".",".",".",".",".","2.4",".",".","."
"Culture and the Environment","445","001","","24","3.625","45.8","41.7","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Topics in Spanish Linguistics","446","001","","26","3.808","73.1","15.4","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Short Story","461","001","","14","3.714","71.4","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"US Latino Literature","467","001","","21","3.684","52.4","19.0","19.0",".",".",".",".",".",".",".",".",".","4.8",".",".","4.8"
"Topics in Hispanic Culture","468","001","","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Hispanic Lit/Cultr/Ling","470","001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hispanic Screen Studies","472","001","","22","3.023","31.8","13.6","22.7",".","27.3","4.5",".",".",".",".",".",".",".",".",".","."
"Border & Race Studies","478","001","","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race, Religion and Ethnicity","490","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Hispanic Linguistics","630","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to the Profession","770","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Spanish American Lit","802","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Modern Spanish Lit","861","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","899","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","899","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Smr-Latin American Area","982","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","","Page 350 of 464",""
