"Smr-Latin American Area","982
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
002","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","","72","3.475","54.2","16.7","6.9","6.9","5.6","2.8","",".","6.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","9","2.765","33.3",".","22.2","11.1","22.2","11.1","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","8","3.333","50.0","25.0","12.5",".",".","12.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.340","38.5","30.8","7.7","15.4","7.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.594","70.6","5.9","5.9","11.8","5.9",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","47","3.320","51.1","14.9","10.6","10.6","8.5","4.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","24","3.905","62.5","16.7",".",".",".",".","",".","20.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","72","3.475","54.2","16.7","6.9","6.9","5.6","2.8","",".","6.9","",".",".","",".","",".","",".",".",".","."
