"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","261","3.781","66.3","9.6","8.4","0.4","0.4","",".","1.1","5.4","",".",".","",".","7.3","0.8",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.627","55.0","15.0","30.0",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","32","3.771","65.6","18.8","15.6",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","64","3.855","84.4","3.1","9.4","1.6",".","",".",".",".","",".",".","",".",".","1.6",".",".","."
"Senior","","87","3.772","80.5","9.2","5.7",".",".","",".","3.4",".","",".",".","",".",".","1.1",".",".","."
"Undergraduates","","203","3.781","76.8","9.4","10.8","0.5",".","",".","1.5",".","",".",".","",".",".","1.0",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".",".",".","50.0","."
"Graduate","","56","3.770","28.6","10.7",".",".","1.8","",".",".","25.0","",".",".","",".","33.9",".",".",".","."
"","Dept. Total","261","3.781","66.3","9.6","8.4","0.4","0.4","",".","1.1","5.4","",".",".","",".","7.3","0.8",".","0.4","."
