"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6802","3.744","36.2","8.8","4.0","0.6","0.5","0.2","0.1","38.0","0.1","6.6","",".","1.5","0.6",".","2.5","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.800","83.3",".","16.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","44","3.546","65.9","6.8","13.6",".","6.8",".","2.3",".",".",".","",".",".",".",".","4.5","."
"Junior","","259","3.791","78.8","7.7","4.6","1.9","1.5","1.5",".",".",".","0.4","",".",".",".",".","3.5","."
"Senior","","712","3.753","75.0","8.3","6.9","1.5","2.5","0.8","0.4","0.1",".","0.8","",".","0.4","0.8",".","2.2","."
"Undergraduates","","1021","3.754","75.6","8.0","6.7","1.6","2.4","1.0","0.4","0.1",".","0.7","",".","0.3","0.6",".","2.6","."
"Special","","151","3.745","22.5","9.9","4.0",".",".",".",".","5.3",".",".","",".",".",".",".","58.3","."
"Graduate","","1770","3.789","52.6","11.2","4.7","0.3","0.2","0.1","0.1","18.6","0.1","2.9","",".","5.4","0.8",".","2.9","."
"Prof Yr 1","","1197","3.621","28.1","14.7","7.4","1.5","0.3",".",".","30.0",".","16.9","",".",".","0.7",".",".","0.5"
"Prof Yr 2","","798","3.730","26.4","10.8","2.4","0.3",".",".",".","44.5","0.6","13.7","",".",".","0.9",".",".","0.5"
"Prof Yr 3","","294","3.833","5.8","1.4","0.3",".",".",".",".","57.1",".","27.2","",".","1.4","1.0",".","0.3","4.4"
"Prof Yr 4","","1616","3.851","12.7","2.2","0.4","0.1","0.2",".",".","84.2",".",".","",".",".","0.2",".",".","."
"Professionals","","3905","3.707","19.7","7.7","2.9","0.5","0.2",".",".","57.4","0.1","10.0","",".","0.1","0.6",".","0.0","0.6"
"","College Total","6847","3.744","36.6","8.7","4.0","0.6","0.5","0.2","0.1","37.7","0.1","6.6","",".","1.5","0.6",".","2.4","0.3"
