"TERM : 1222","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2021-2022","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","2099","3.390","39.3","24.9","22.2","7.0","4.2","0.4","0.7","0.1","",".",".","",".","0.0","0.2","0.1","0.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","8","3.688","75.0","12.5",".",".","12.5",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","75","3.398","48.0","18.7","18.7","8.0","2.7","1.3","1.3",".","",".",".","",".",".","1.3",".",".","."
"Junior","552","3.321","36.6","23.4","23.6","9.4","5.1","0.7","0.7","0.2","",".",".","",".",".","0.2","0.2",".","."
"Senior","1046","3.363","36.5","25.6","24.2","7.6","4.9","0.2","0.8","0.1","",".",".","",".",".","0.1",".",".","."
"Undergraduates","1681","3.351","37.2","24.5","23.6","8.2","4.9","0.4","0.8","0.1","",".",".","",".",".","0.2","0.1",".","."
"Special","47","2.948","25.5","12.8","27.7","10.6","10.6","2.1","4.3","2.1","",".",".","",".",".",".","4.3",".","."
"Graduate","366","3.660","50.0","28.1","15.0","0.8","0.5",".",".",".","",".",".","",".","0.3","0.3",".","4.9","."
"Prof Yr 2","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","2099","3.390","39.3","24.9","22.2","7.0","4.2","0.4","0.7","0.1","",".",".","",".","0.0","0.2","0.1","0.9","."
