"","775
004","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".","11.1","."
"","775
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","122","",".",".",".",".",".",".",".","95.9",".",".",".",".",".",".","4.1","."
"MED SC-V
623","Dept. Total","844","3.380","30.1","4.4","9.8","1.1","2.6","0.1",".","50.2",".",".",".",".","0.2",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 1","","37","4.000","51.4",".",".",".",".",".",".","48.6",".",".",".",".",".",".",".","."
"Prof Yr 2","","52","4.000","55.8",".",".",".",".",".",".","44.2",".",".",".",".",".",".",".","."
"Prof Yr 3","","350","3.182","14.9","10.6","23.7","2.6","6.3","0.3",".","41.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","485","4.000","31.3",".",".",".",".",".",".","65.8",".",".",".",".","0.4",".","2.5","."
"Professionals","","924","3.379","27.3","4.0","9.0","1.0","2.4","0.1",".","54.8",".",".",".",".","0.2",".","1.3","."
"","Dept. Total","942","3.380","27.0","3.9","8.8","1.0","2.3","0.1",".","55.4",".",".",".",".","0.2",".","1.3","."
