"","990
004","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
023","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","868","3.042","30.4","20.4","19.8","9.9","8.5","4.3","3.2","2.3","",".",".","",".","0.2","0.7","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","1.643","28.6",".",".","14.3",".","14.3","42.9",".","",".",".","",".",".",".",".",".","."
"Sophomore","","215","2.968","28.4","21.4","21.9","9.3","6.0","6.0","6.0",".","",".",".","",".",".","0.5",".",".","0.5"
"Junior","","303","3.050","32.7","18.2","22.1","10.2","8.6","5.3","2.0",".","",".",".","",".",".","1.0",".",".","."
"Senior","","252","3.009","26.6","25.4","17.5","11.9","13.5","2.8","2.0",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","777","2.999","29.5","21.2","20.3","10.6","9.4","4.8","3.5",".","",".",".","",".",".","0.6",".",".","0.1"
"Special","","6","2.300","16.7",".","16.7","16.7","16.7",".","16.7",".","",".",".","",".",".",".","16.7",".","."
"Graduate","","85","3.613","40.0","14.1","15.3","3.5",".",".",".","23.5","",".",".","",".","2.4","1.2",".",".","."
"","Dept. Total","868","3.042","30.4","20.4","19.8","9.9","8.5","4.3","3.2","2.3","",".",".","",".","0.2","0.7","0.1",".","0.1"
