"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"42
Varsity Band","001","","269","3.985","99.6",".",".",".",".",".","0.4",".",".",".",".",".",".",".",".","."
"420
Teaching Pop Inst Mus 1","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"43","001","","86","4.000","98.8",".",".",".",".",".",".","1.2",".",".",".",".",".",".",".","."
"43","002","","73","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"43","003","","59","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Band","Course Total","","218","4.000","99.5",".",".",".",".",".",".","0.5",".",".",".",".",".",".",".","."
"461
Collegium Musicum","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"467
Language Diction-Singing I","001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"497","092","","38","3.961","92.1","7.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"497","096","","18","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Special Topics in Music","Course Total","","56","3.972","91.1","5.4",".",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"499","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"499","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"50
Concert Choir","001","","34","3.824","79.4","11.8","5.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"502
Figured Bass and Continuo","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"515
Prosem-Ethnomusicology","001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"52
Women's Chorus","001","","50","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"541
Seminar in Choral Lit","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"543
Advanced String Pedagogy","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"550
Percussion Literature","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"551
Class Piano Pedagogy","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"553
Advanced Conducting Seminar","040","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
University Opera","060","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"557
Opera Workshop","060","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"558
Madrigal Singers","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"56
Chorale","001","","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
Prac Adv Studio Teach-Piano","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"562","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"562","196","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"565","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"565","049","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 305 of 464",""
