"","999
162","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
184","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
189","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
200","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DMA Recital","Course Total","35","3.980","68.6","2.9",".",".",".",".",".","",".","",".",".","",".","",".","11.4",".","17.1","."
"MUS PERF
664","Dept. Total","440","3.872","84.1","5.0","3.4","1.8","0.7","0.2","0.7","",".","",".",".","",".","",".","2.7",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.620","74.4","2.6","5.1","7.7","5.1",".","2.6","",".","",".",".","",".","",".","2.6",".",".","."
"Sophomore","","50","3.697","82.0","4.0","4.0","4.0","2.0","2.0","2.0","",".","",".",".","",".","",".",".",".",".","."
"Junior","","52","3.805","82.7","13.5",".","1.9",".",".","1.9","",".","",".",".","",".","",".",".",".",".","."
"Senior","","162","3.917","87.7","3.1","5.6","1.2",".",".",".","",".","",".",".","",".","",".","2.5",".",".","."
"Undergraduates","","303","3.825","84.2","5.0","4.3","2.6","1.0","0.3","1.0","",".","",".",".","",".","",".","1.7",".",".","."
"Graduate","","137","3.949","83.9","5.1","1.5",".",".",".",".","",".","",".",".","",".","",".","5.1",".","4.4","."
"","Dept. Total","440","3.872","84.1","5.0","3.4","1.8","0.7","0.2","0.7","",".","",".",".","",".","",".","2.7",".","1.4","."
