"","815
003","11","3.850","81.8",".",".","9.1",".",".",".",".",".","",".",".","",".","",".","","9.1",".","."
"Prof Skills for Comm Leaders","Course Total","40","3.910","87.5","5.0","2.5","2.5",".",".",".",".","",".",".","",".","",".","",".","2.5",".","."
"Collaborative Capstone I","940
001","15","3.833","66.7","33.3",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Capstone Seminar","980
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTER-HE
498","Dept. Total","506","3.659","63.6","14.6","10.1","2.6","4.2","1.6","1.2","1.0","",".",".","",".","",".","",".","1.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","101","3.718","64.4","16.8","17.8",".","1.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","28","3.856","78.6","10.7","7.1",".",".",".",".",".","",".",".","",".","",".","",".","3.6",".","."
"Junior","","151","3.569","62.9","16.6","9.3","3.3","4.6","2.0","1.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","131","3.282","50.4","14.5","13.0","5.3","9.9","3.8","3.1",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","411","3.607","60.3","15.6","12.4","2.9","5.1","1.9","1.5",".","",".",".","",".","",".","",".","0.2",".","."
"Special","","20","3.867","65.0","5.0",".","5.0",".",".",".",".","",".",".","",".","",".","",".","25.0",".","."
"Graduate","","75","3.910","81.3","12.0",".",".",".",".",".","6.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","506","3.659","63.6","14.6","10.1","2.6","4.2","1.6","1.2","1.0","",".",".","",".","",".","",".","1.2",".","."
