"","990
070","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
076","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
080","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","56","",".",".",".",".",".",".",".","82.1",".",".","",".","17.9",".",".",".","."
"PSYCH
820","Dept. Total","6111","3.281","41.7","18.0","16.0","9.3","7.5","2.9","1.7","0.8","0.0",".","",".","0.6","0.7","0.0","0.7","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1806","3.146","35.7","19.7","16.7","13.1","7.0","4.7","2.4",".",".",".","",".",".","0.5","0.1",".","0.1"
"Sophomore","","1205","3.230","38.0","20.5","16.8","9.6","9.8","2.8","1.7",".",".",".","",".",".","0.7",".",".","."
"Junior","","1276","3.174","33.7","19.0","20.6","9.7","11.4","3.2","1.4",".",".",".","",".",".","0.9",".","0.2","."
"Senior","","1541","3.509","54.4","15.9","13.0","5.8","4.3","1.2","1.2",".","0.1",".","",".","1.6","0.6","0.1","1.7","."
"Undergraduates","","5828","3.268","40.7","18.7","16.6","9.7","7.8","3.1","1.7",".","0.0",".","",".","0.4","0.7","0.0","0.5","0.0"
"Special","","45","3.456","33.3","8.9","8.9","2.2","4.4","2.2",".","4.4",".",".","",".",".","2.2","2.2","31.1","."
"Graduate","","236","3.896","69.1","2.5","2.5","0.4",".",".",".","19.5",".","0.4","",".","3.8","1.3",".","0.4","."
"Prof Yr 3","","2","***","","","","","","","","","",".","",".","50.0",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".","100.0","."
"Professionals","","3","***","","","","","","","","","",".","",".","33.3",".",".","33.3","."
"","Dept. Total","6112","3.281","41.7","18.0","16.0","9.3","7.5","2.9","1.7","0.8","0.0","0.0","",".","0.6","0.7","0.0","0.7","0.0"
