"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"736
Advanced Operating Systems","001","","16","3.906","93.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"744
Big Data Systems","001","","71","3.979","94.4","4.2",".",".",".",".",".","1.4",".",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","18","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"760
Machine Learning","001","","105","3.781","61.0","24.8","6.7","1.0",".",".",".","6.7",".",".",".",".",".",".",".","."
"762
Advanced Deep Learning","001","","37","3.903","81.1","13.5","2.7",".",".",".",".","2.7",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","37","3.986","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"765
Data Visualization","001","","47","3.554","40.4","38.3","14.9","2.1",".","2.1",".","2.1",".",".",".",".",".",".",".","."
"770
Human-Computer Interaction","001","","37","3.811","75.7","13.5","8.1","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"782
Adv Cmpr Sec & Prvcy","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"799","002","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","9","",".",".",".",".",".",".",".","88.9",".",".",".",".",".",".","11.1","."
"799","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","124","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","128","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","129","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","136","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","138","","3","***","","","","","","","","","",".",".",".",".",".",".","."
