"","990
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
051","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".",".",".","",".","75.0","6.3",".","",".","18.8",".",".",".","."
"Advanced Independent Study","999
001","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"N E
684","Dept. Total","211","3.425","29.9","18.0","13.3","5.2","2.4","0.5","",".","18.0","0.5",".","",".","10.4","0.5",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","9","3.190","22.2","11.1","44.4","22.2",".",".","",".",".",".",".","",".",".",".",".",".","."
"Senior","","75","3.490","42.7","28.0","20.0","5.3","2.7",".","",".",".",".",".","",".",".","1.3",".",".","."
"Undergraduates","","90","3.357","38.9","25.6","21.1","7.8","4.4","1.1","",".",".",".",".","",".",".","1.1",".",".","."
"Graduate","","121","3.539","23.1","12.4","7.4","3.3","0.8",".","",".","31.4","0.8",".","",".","18.2",".",".","2.5","."
"","Dept. Total","211","3.425","29.9","18.0","13.3","5.2","2.4","0.5","",".","18.0","0.5",".","",".","10.4","0.5",".","1.4","."
