"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"","999
009","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","13","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"ATM OCN
640","Dept. Total","713","3.239","33.1","23.6","16.5","7.4","6.2","2.4","2.1","2.4","",".",".","",".","3.4","0.4","0.3","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","199","3.128","25.1","27.6","24.1","9.0","7.5","2.0","3.5",".","",".",".","",".",".","0.5","0.5",".","."
"Sophomore","","153","3.174","30.7","28.1","17.0","10.5","5.9","4.6","2.6",".","",".",".","",".",".","0.7",".",".","."
"Junior","","100","3.212","29.0","32.0","12.0","11.0","13.0","2.0",".",".","",".",".","",".",".",".","1.0",".","."
"Senior","","106","3.202","37.7","21.7","17.9","6.6","4.7","3.8","3.8",".","",".",".","",".","2.8","0.9",".",".","."
"Undergraduates","","558","3.169","29.7","27.4","18.8","9.3","7.5","3.0","2.7",".","",".",".","",".","0.5","0.5","0.4",".","."
"Special","","19","4.000","10.5",".",".",".",".",".",".","5.3","",".",".","",".",".",".",".","84.2","."
"Graduate","","136","3.695","50.0","11.0","9.6","0.7","1.5",".",".","11.8","",".",".","",".","15.4",".",".",".","."
"","Dept. Total","713","3.239","33.1","23.6","16.5","7.4","6.2","2.4","2.1","2.4","",".",".","",".","3.4","0.4","0.3","2.2","."
