"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","32","2.813","9.4","15.6","28.1","28.1","15.6","3.1",".",".",".",".",".",".",".",".",".","."
"","100
002","35","3.100","17.1","25.7","28.6","17.1","11.4",".",".",".",".",".",".",".",".",".",".","."
"","003
100","33","3.250","21.2","27.3","33.3","9.1","6.1",".",".",".",".",".",".",".","3.0",".",".","."
"","100
004","34","3.074","20.6","17.6","32.4","14.7","14.7",".",".",".",".",".",".",".",".",".",".","."
"","100
005","37","3.054","27.0","13.5","27.0","13.5","16.2","2.7",".",".",".",".",".",".",".",".",".","."
"","100
006","32","3.047","18.8","25.0","28.1","9.4","15.6","3.1",".",".",".",".",".",".",".",".",".","."
"","100
007","36","2.806","16.7","16.7","16.7","11.1","38.9",".",".",".",".",".",".",".",".",".",".","."
"","008
100","36","3.000","19.4","22.2","22.2","11.1","25.0",".",".",".",".",".",".",".",".",".",".","."
"","100
009","34","3.103","17.6","26.5","29.4","11.8","14.7",".",".",".",".",".",".",".",".",".",".","."
"","100
010","33","3.076","15.2","24.2","30.3","21.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
011","34","2.894","26.5","14.7","14.7","11.8","23.5","2.9","2.9",".",".",".",".",".","2.9",".",".","."
"","100
012","34","2.809","14.7","11.8","29.4","20.6","20.6",".","2.9",".",".",".",".",".",".",".",".","."
"","100
013","36","3.014","11.1","25.0","30.6","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"","100
015","30","3.083","16.7","20.0","36.7","16.7","10.0",".",".",".",".",".",".",".",".",".",".","."
"","100
016","36","3.042","16.7","27.8","25.0","8.3","22.2",".",".",".",".",".",".",".",".",".",".","."
"","100
018","32","2.859","9.4","18.8","34.4","9.4","28.1",".",".",".",".",".",".",".",".",".",".","."
"","100
019","35","2.914","11.4","14.3","40.0","14.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"","100
020","32","2.703","9.4","21.9","28.1","12.5","18.8","3.1","6.3",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","611","2.980","16.7","20.5","28.5","14.6","18.0","0.8","0.7",".",".",".",".",".","0.3",".",".","."
"","001
211","33","2.894","15.2","15.2","24.2","24.2","21.2",".",".",".",".",".",".",".",".",".",".","."
"","002
211","36","3.028","13.9","8.3","58.3","8.3","11.1",".",".",".",".",".",".",".",".",".",".","."
"","211
003","37","3.027","16.2","8.1","56.8","2.7","16.2",".",".",".",".",".",".",".",".",".",".","."
"","211
004","33","3.015","12.1","15.2","51.5","6.1","15.2",".",".",".",".",".",".",".",".",".",".","."
"","211
005","30","3.069","33.3","13.3","20.0","6.7","20.0",".","3.3",".",".",".",".",".","3.3",".",".","."
"","211
006","34","2.926","23.5","14.7","26.5","11.8","14.7","8.8",".",".",".",".",".",".",".",".",".","."
"","211
007","32","3.094","21.9","15.6","34.4","15.6","12.5",".",".",".",".",".",".",".",".",".",".","."
"","211
008","35","2.943","8.6","22.9","48.6",".","14.3","5.7",".",".",".",".",".",".",".",".",".","."
"","211
009","36","2.986","13.9","11.1","41.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".","."
"","211
010","36","2.986","19.4","16.7","36.1","8.3","13.9","5.6",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","342","2.996","17.5","14.0","40.4","10.8","14.6","2.0","0.3",".",".",".",".",".","0.3",".",".","."
"","300
001","202","3.234","27.2","38.1","9.4","15.3","5.0","3.0","1.5",".",".",".",".",".","0.5",".",".","."
"","300
002","44","3.602","45.5","38.6","6.8","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","246","3.300","30.5","38.2","8.9","14.2","4.1","2.4","1.2",".",".",".",".",".","0.4",".",".","."
"","001
301","35","3.343","28.6","34.3","22.9","5.7","8.6",".",".",".",".",".",".",".",".",".",".","."
"","002
301","38","3.250","13.2","42.1","28.9","13.2","2.6",".",".",".",".",".",".",".",".",".",".","."
"","003
301","38","3.184","18.4","26.3","34.2","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","301
004","38","3.237","34.2","10.5","31.6","15.8","7.9",".",".",".",".",".",".",".",".",".",".","."
"","301
005","37","3.297","29.7","18.9","40.5","2.7","8.1",".",".",".",".",".",".",".",".",".",".","."
"","301
006","38","3.263","21.1","23.7","42.1","13.2",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","224","3.261","24.1","25.9","33.5","11.2","5.4",".",".",".",".",".",".",".",".",".",".","."
"","302
001","34","3.176","26.5","8.8","44.1","14.7","5.9",".",".",".",".",".",".",".",".",".",".","."
"","302
002","25","3.240","24.0","24.0","32.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".","."
