"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","990
261","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
262","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
268","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
270","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
299","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","56","",".",".",".",".",".",".",".","82.1",".",".",".","17.9",".",".",".","."
"Seminar","992
001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Statistical Consulting","998
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"STAT
932","Dept. Total","3547","3.320","42.6","17.3","18.4","8.0","7.8","2.1","1.1","1.6",".",".",".","0.3","0.5","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","3.272","34.1","28.4","14.8","8.0","8.0","2.3","2.3",".",".",".",".",".","1.1","1.1",".","."
"Sophomore","","613","3.118","32.3","16.8","21.7","11.3","12.7","3.6","1.1",".",".",".",".",".","0.5",".",".","."
"Junior","","1111","3.164","34.5","16.8","22.1","10.9","10.6","3.0","1.4",".",".",".",".",".","0.8",".",".","."
"Senior","","1025","3.379","49.8","15.0","17.0","7.7","6.8","1.8","1.2",".",".",".",".","0.2","0.5","0.1",".","."
"Undergraduates","","2837","3.234","39.5","16.5","19.9","9.7","9.6","2.6","1.3",".",".",".",".","0.1","0.6","0.1",".","."
"Special","","106","3.650","63.2","23.6","6.6","0.9","0.9",".","1.9","1.9",".",".",".",".",".",".","0.9","."
"Graduate","","602","3.678","53.2","20.1","13.5","1.0","0.3","0.2","0.3","9.0",".",".",".","1.7","0.2","0.2","0.5","."
"Prof Yr 2","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","3547","3.320","42.6","17.3","18.4","8.0","7.8","2.1","1.1","1.6",".",".",".","0.3","0.5","0.1","0.1","."
