"","990
063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
083","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","24","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
"M&ENVTOX
362","Dept. Total","","63","3.905","57.1","3.2","1.6",".",".",".",".","33.3",".",".",".","4.8",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","","58","3.887","55.2","3.4","1.7",".",".",".",".","34.5",".",".",".","5.2",".",".",".","."
"Prof Yr 3","","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","63","3.905","57.1","3.2","1.6",".",".",".",".","33.3",".",".",".","4.8",".",".",".","."
