"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","",""
"","101","001","","16","3.667","50.0","31.3","6.3","6.3",".",".",".",".",".",".",".",".","6.3",".",".","."
"","101","002","","11","3.500","36.4","27.3","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Norwegian","","Course Total","","27","3.596","44.4","29.6","18.5","3.7",".",".",".",".",".",".",".",".","3.7",".",".","."
"First Semester Swedish","111","001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Finnish","131","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","","16","3.469","56.3","6.3","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Danish","221","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","","6","3.083","16.7","33.3","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Readings in Danish Lit","271","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Nordic Mythology","342","001","","16","3.111","18.8","18.8","6.3","6.3",".",".","6.3","18.8",".",".",".",".","6.3","18.8",".","."
"Languages of Northern Europe","404","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Old Norse-Icelandc Lit","409","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Scand Linguistics","410","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","411","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"19th C Scand Fiction","424","001","","8","3.594","37.5","12.5",".","12.5",".",".",".","25.0",".",".",".",".",".","12.5",".","."
"History of Scand to 1815","431","001","","12","3.375","33.3","8.3","8.3","8.3","8.3",".",".","25.0",".",".",".",".",".","8.3",".","."
"Topics-Scandinavian Literature","436","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sexual Politics in Scandinavia","438","001","","10","3.500","70.0",".",".",".",".",".","10.0",".",".",".",".",".","20.0",".",".","."
"Sami Culture,Yesterday & Today","443","001","","24","3.717","70.8","20.8",".",".",".",".","4.2",".",".",".",".",".","4.2",".",".","."
"","799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
