"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Intro Topics in Art History","105","001","8","3.000","25.0","37.5","12.5","12.5",".",".","12.5",".",".",".",".",".",".",".",".","."
"History of Western Art II","202","001","241","3.465","27.4","27.4","10.0","1.7","2.1","0.8","1.2","28.2",".",".",".",".","0.8","0.4",".","."
"The Ends of Modernism","227","001","68","3.773","38.2","7.4","1.5",".",".",".","1.5",".",".",".",".",".","2.9",".","48.5","."
"Intro to Afro-American Art","242","001","34","3.894","79.4","14.7","2.9",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Dimensions-Material Culture","264","001","16","3.692","43.8","31.3",".","6.3",".",".",".","6.3",".",".",".",".",".","12.5",".","."
"Art&Archaeology-Ancient Greece","300","001","36","3.203","36.1","16.7","13.9","8.3","8.3","2.8","2.8","11.1",".",".",".",".",".",".",".","."
"Topics in Art History","303","001","26","3.714","61.5","7.7","3.8",".","7.7",".",".","11.5",".",".",".",".","3.8",".","3.8","."
"History of Photography","355","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cities of Asia","379","001","13","3.500","7.7","23.1","7.7",".",".",".",".","61.5",".",".",".",".",".",".",".","."
"Topics in 19th Century Art","407","001","12","3.682","58.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".","8.3",".",".","."
"Topics in Asian Art","411","001","18","3.556","44.4","33.3","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Topics in Visual Culture","430","001","25","3.717","68.0","12.0","8.0",".",".","4.0",".","8.0",".",".",".",".",".",".",".","."
"Topics in Theory","431","001","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"Prosem-Amer Architecture","567","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar in Chinese Art","576","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics-Art History","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Map & Represent Colonial Space","621","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Books Print Cult Europe No Am","650","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Art History","701","001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Topics in 19th Cent. Art","707","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dimensions of Material Culture","764","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Chinese Art History","776","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tpcs: Arch. & Urbanism of Asia","779","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Spec Topics-Art History","800","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist,Thry &Meth in Visual Cult","801","001","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Smr-American Architecture","867","001","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Seminar in Chinese Art","876","001","6","4.000","33.3",".",".",".",".",".",".","16.7",".",".",".",".","50.0",".",".","."
"","990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 182 of 464",""
