"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Intro-Hispanic Literatures","Course Total","93","3.409","41.9","21.5","24.7","4.3","6.5",".","1.1",".",".",".",".",".",".",".",".","."
"Linguistic Study of Spanish","225
001","117","3.346","29.9","28.2","27.4","12.0","1.7","0.9",".",".",".",".",".",".",".",".",".","."
"","226
001","19","3.868","89.5","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
002","20","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","21","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","19","3.684","63.2","26.3",".","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","3.472","50.0","11.1","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
007","17","3.618","35.3","52.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","21","3.524","28.6","57.1","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","226
009","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.450","35.0","35.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
011","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","19","3.684","47.4","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
015","18","3.361","55.6","27.8","5.6",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","226
016","20","3.475","40.0","40.0","10.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.425","25.0","45.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","20","3.650","55.0","25.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
020","16","3.531","37.5","37.5","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
021","20","3.725","75.0","15.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","226
022","20","3.775","90.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","226
023","20","3.750","55.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","422","3.668","56.9","30.3","8.5","1.9","1.2","0.5","0.7",".",".",".",".",".",".",".",".","."
"","311
002","15","3.500","53.3","13.3","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","311
003","13","3.462","15.4","69.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","17","3.412","29.4","35.3","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","17","2.853","23.5","17.6","29.4","11.8",".","11.8","5.9",".",".",".",".",".",".",".",".","."
"","311
008","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
009","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
010","20","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
011","19","3.158","36.8","21.1","31.6",".",".",".","10.5",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","156","3.561","57.1","19.9","15.4","3.8","0.6","1.3","1.9",".",".",".",".",".",".",".",".","."
"","319
001","19","3.763","84.2","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","319
002","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","32","3.844","87.5","6.3","3.1",".",".","3.1",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","320
001","16","3.094","25.0",".","50.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","324
001","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
325","24","3.957","91.7",".","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
