"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"3D Digital Studio III","Course Total","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Computer Augmented Printmaking","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"656
Design Portfolio & Prof Pract","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","9","3.813","88.9",".",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"700
Intro to Grad Studies in Art","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"722
Graduate Painting I","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"726
Grad Intaglio Printmaking I","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","6","3.333","83.3",".",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"908","002","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Seminar-Art","Course Total","","16","3.733","87.5",".",".",".",".",".","6.3",".",".",".",".",".","6.3",".",".","."
"914","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","5","***","","","","","","","","","","","","","","","",""
"922
Advanced Research-Painting","299","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924
Advanced Research-Ceramics","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","059","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","26","3.958","96.2",".","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","015","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","017","","11","3.333","90.9",".",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
