"","990
144","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
147","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
150","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","132","",".",".",".",".",".",".",".","71.2","",".",".","",".","28.8",".",".",".","."
"PHYSICS
754","Dept. Total","3135","3.150","27.0","19.5","19.4","13.0","8.3","1.5","0.8","5.2","",".","0.0","",".","1.4","3.8","0.0","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","147","3.350","52.4","16.3","11.6","4.8","6.1","2.7","2.7",".","",".",".","",".",".","2.7",".",".","0.7"
"Sophomore","","490","3.068","29.6","20.0","17.1","13.3","14.5","2.7","0.8",".","",".",".","",".",".","1.8",".",".","0.2"
"Junior","","1078","3.131","24.0","23.0","20.9","15.7","9.3","1.5","0.5","0.1","",".",".","",".",".","4.7",".","0.1","0.3"
"Senior","","974","3.129","25.6","19.8","22.3","15.9","7.9","1.2","1.2",".","",".",".","",".","0.5","5.3",".","0.2","."
"Undergraduates","","2689","3.128","27.1","20.9","20.2","14.7","9.6","1.7","0.9","0.0","",".",".","",".","0.2","4.3",".","0.1","0.2"
"Special","","30","3.205","33.3","13.3","13.3","10.0","6.7","3.3","3.3","6.7","",".","3.3","",".",".","3.3","3.3",".","."
"Graduate","","419","3.532","25.8","10.3","14.3","1.9",".",".",".","38.4","",".",".","",".","9.1","0.2",".",".","."
"","Dept. Total","3138","3.150","27.0","19.4","19.3","13.0","8.3","1.5","0.8","5.2","",".","0.0","",".","1.4","3.8","0.0","0.1","0.2"
