"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","182
001","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
002","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Intro to Literature for Honors","Course Total","39","3.921","84.6","10.3","2.6",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"","201
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","3.889","73.7","21.1",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","004
201","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
006","18","3.917","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","19","3.763","89.5","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","201
008","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","185","3.905","89.7","7.6","0.5","0.5",".",".","1.1",".",".",".",".",".","0.5",".",".","."
"","207
001","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
003","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","207
004","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
005","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
006","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
007","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
009","15","3.867","93.3",".",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","106","3.862","80.2","12.3","5.7",".","0.9",".",".",".",".",".",".",".","0.9",".",".","."
"The English Language","214
001","71","3.458","33.8","38.0","21.1","5.6",".",".","1.4",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","28","3.852","67.9","28.6",".",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"Literature and Culture I","241
001","105","3.500","51.4","20.0","18.1","4.8","1.9","1.0","1.9",".",".",".",".",".","1.0",".",".","."
"Literature and Culture II","242
001","101","3.505","36.6","47.5","9.9","1.0","1.0",".","3.0",".",".",".",".",".","1.0",".",".","."
"American Literary Cultures","243
001","19","3.447","42.1","21.1","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","245
001","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
002","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
245","12","3.500","66.7","8.3","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","8.3"
"","245
004","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","15","3.467","86.7",".",".",".",".",".","13.3",".",".",".",".",".",".",".",".","."
"","245
006","14","3.821","85.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","245
007","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","100","3.778","81.0","12.0","2.0",".","1.0",".","3.0",".",".",".",".",".",".",".",".","1.0"
"Composition & Rhetoric","304
001","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","15","3.400","80.0",".",".",".","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"","307
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 239 of 464",""
