"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","76","2.958","31.6","9.2","25.0","3.9","15.8","5.3","3.9","2.6",".",".",".",".",".",".","2.6","."
"Intro-Mus Cult of the World","103
001","126","3.900","91.3","4.0","2.4",".",".","0.8","0.8",".",".",".",".",".",".",".","0.8","."
"Storytelling on Stage","105
001","50","3.652","60.0","18.0","4.0","2.0","8.0",".",".","8.0",".",".",".",".",".",".",".","."
"Music & Film","107
001","30","3.517","33.3","40.0","16.7","6.7",".",".",".",".",".",".",".",".","3.3",".",".","."
"","001
113","670","3.972","97.3","1.6","0.3","0.1","0.4",".","0.1",".",".",".",".",".",".",".",".","."
"","113
002","671","3.767","84.6","4.6","2.5","3.4","2.1","1.0","1.5",".",".",".",".",".",".","0.1",".","."
"","113
003","605","3.967","98.5",".","0.3",".","0.3","0.3","0.3","0.2",".",".",".",".",".",".",".","."
"Music in Performance","Course Total","1946","3.900","93.3","2.2","1.1","1.2","1.0","0.5","0.7","0.1",".",".",".",".",".","0.1",".","."
"","001
121","18","3.222","27.8","27.8","22.2","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","121
002","19","3.053","15.8","5.3","68.4","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"Musica Practica 1","Course Total","37","3.135","21.6","16.2","45.9","10.8",".","5.4",".",".",".",".",".",".",".",".",".","."
"","151
001","39","3.744","76.9","15.4","2.6",".","2.6",".","2.6",".",".",".",".",".",".",".",".","."
"","002
151","60","3.417","58.3","11.7","13.3","8.3","3.3",".","5.0",".",".",".",".",".",".",".",".","."
"","151
004","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","124","3.633","71.8","11.3","7.3","4.0","2.4",".","3.2",".",".",".",".",".",".",".",".","."
"","171
101","10","3.350","30.0","30.0","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","171
102","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","171
103","9","3.333","22.2","22.2","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","171
104","10","3.300","30.0","40.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","37","3.392","32.4","29.7","32.4",".","2.7","2.7",".",".",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","001
211","42","3.402","54.8","9.5","14.3","7.1","9.5",".","2.4",".",".",".",".",".",".","2.4",".","."
"","221
001","14","3.346","28.6","50.0",".",".","7.1","7.1",".",".",".",".",".",".","7.1",".",".","."
"","002
221","22","3.425","36.4","31.8","18.2",".",".",".","4.5",".",".",".",".",".","9.1",".",".","."
"Musica Practica 3","Course Total","36","3.394","33.3","38.9","11.1",".","2.8","2.8","2.8",".",".",".",".",".","8.3",".",".","."
"","253
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","253
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Conducting","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
060","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop","257
060","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Hand Drumming","Course Total","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
064","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
096","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
101","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
196","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","34","3.971","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 303 of 464",""
