"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Studio Seminar","110
001","","35","3.843","80.0","11.4","5.7","2.9","",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Intro to Arts Entrepreneurship","632
001","","6","3.900","66.7","16.7",".",".","",".","",".","",".","16.7",".","",".",".","",".","",".","",".",".","."
"INTEGART
495","Dept. Total","","41","3.860","78.0","12.2","4.9","2.4","",".","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","19","3.789","73.7","15.8","5.3","5.3","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","11","3.864","81.8","9.1","9.1",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","38","3.841","78.9","13.2","5.3","2.6","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","41","3.860","78.0","12.2","4.9","2.4","",".","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
