"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","",""
"","118
010","14","3.962","85.7","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","118
011","14","3.643","50.0","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
012","13","3.538","76.9",".","15.4",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","118
013","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
014","12","3.583","75.0","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","118
016","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
017","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
021","11","3.318","27.3","27.3","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","118
022","14","3.643","78.6","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"Academic Writing II","Course Total","202","3.699","69.3","17.3","8.9","1.0","0.5",".","2.5",".",".",".",".",".","0.5",".",".","."
"","328
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
003","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Academic Skills Workshops","Course Total","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","343
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","343
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Oral Communication Skills","Course Total","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Acad Present. and Discussion","344
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"American English Pronunciation","345
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","349
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","349
002","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","349
003","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Academic Writing for Grads","Course Total","29","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof and Acad Writing Skills","350
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"International TA Training","370
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
