"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOSCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","",""
"","100","001","187","3.425","37.4","38.5","9.1","8.0","4.3","2.1","0.5",".",".",".",".",".",".",".",".","."
"","100","002","127","3.287","26.8","38.6","15.7","7.1","3.9","0.8","3.1",".",".",".",".",".",".",".","3.9","."
"Introductory Geology","","Course Total","314","3.371","33.1","38.5","11.8","7.6","4.1","1.6","1.6",".",".",".",".",".",".",".","1.6","."
"Environmental Geology","106","001","124","3.277","39.5","25.0","12.1","9.7","4.8","4.0","2.4","0.8",".",".",".",".","1.6",".",".","."
"Geology of the National Parks","109","001","402","2.804","5.2","7.2","9.5","9.2","7.7","0.7","1.0","59.0",".",".",".",".","0.5",".",".","."
"Evolution and Extinction","110","001","261","3.178","28.4","25.7","21.8","10.0","7.3","3.4","1.5",".",".",".",".",".",".",".","1.9","."
"Life in Earth's Extreme Envir","117","001","37","3.472","51.4","21.6","13.5",".","5.4","5.4",".",".",".",".",".",".",".",".","2.7","."
"Natural Hazards and Disasters","140","001","96","3.593","47.9","21.9","14.6","1.0","3.1","1.0",".",".",".",".",".",".",".","10.4",".","."
"Directed Study","199","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Geologic Structures","202","001","31","3.161","32.3","19.4","29.0","6.5","6.5","3.2","3.2",".",".",".",".",".",".",".",".","."
"Gems: Sci Behind the Sparkle","331","001","238","3.338","28.6","32.4","17.6","4.6","3.8","3.4","0.4","2.1",".",".",".",".",".",".","7.1","."
"Past Climatic Environments","335","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Mineralogy","360","001","17","3.235","29.4","29.4","17.6","5.9","17.6",".",".",".",".",".",".",".",".",".",".","."
"Energy Resources","411","001","189","3.623","56.1","20.6","9.5","5.3","1.6","1.6",".",".",".",".",".",".",".",".","5.3","."
"Sedimentary & Stratigraphy Lab","431","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Quantitative Methods","537","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Applied Geophysics","594","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Meth-Appl&Engr Geophysics","595","001","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Geochronology & Timescales","610","001","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hydrogeology","627","001","16","3.031","18.8","25.0","12.5","31.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","681","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","691","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","039","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","6","3.818","66.7",".","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Geochemistry of Sediments","732","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Structural Geology","755","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Rock Mechanics","757","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech of Earthquakes & Faulting","758","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","875","006","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 251 of 464",""
