"Adv Practice in IP Contexts","813
001","7","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"OT Evidence in Practice","871
001","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Inter-Prof Devel Leadership","890
001","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"OCC THER
695","Dept. Total","245","3.874","72.7","12.2","3.3","",".","",".","",".","",".","",".","",".","11.8","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","9","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","7","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","20","3.950","95.0",".","5.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","225","3.871","70.7","13.3","3.1","",".","",".","",".","",".","",".","",".","12.9","",".","",".","",".",".",".","."
"","Dept. Total","245","3.874","72.7","12.2","3.3","",".","",".","",".","",".","",".","",".","11.8","",".","",".","",".",".",".","."
