"Survey-Old Norse-Icelandc Lit","409
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Chaucers Courtly Poetry","426
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old Germanic Languages","755
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","37","3.432","35.1","35.1","16.2","8.1","5.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","8","3.313","37.5","37.5",".",".","25.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","15","3.267","20.0","33.3","26.7","20.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","11","3.591","36.4","45.5","18.2",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","34","3.382","29.4","38.2","17.6","8.8","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","37","3.432","35.1","35.1","16.2","8.1","5.4","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
