"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","16715","3.408","40.2","23.9","19.2","6.4","3.9","0.6","0.4","0.3","",".","4.4","0.1","0.0","0.2","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","743","3.762","59.1","3.9","4.7","0.9","1.3","0.4","0.8",".","",".","27.7","0.7",".",".",".",".","."
"Sophomore","","2510","3.207","31.6","17.9","22.5","8.8","6.4","0.7","0.4",".","",".","11.2","0.0",".","0.3",".",".","."
"Junior","","4597","3.295","30.9","26.6","22.8","8.7","5.4","1.1","0.5","0.0","",".","3.7","0.0",".","0.4","0.0",".","."
"Senior","","5360","3.415","37.9","26.6","22.0","7.2","3.9","0.5","0.4","0.1","",".","1.3","0.0",".","0.2","0.0","0.0","."
"Undergraduates","","13210","3.342","35.5","23.6","21.4","7.7","4.7","0.7","0.5","0.0","",".","5.5","0.1",".","0.2","0.0","0.0","."
"Special","","230","3.114","27.0","21.3","21.3","12.2","6.1","3.0","2.6","1.7","",".","3.5",".",".",".","0.9","0.4","."
"Graduate","","3216","3.730","60.5","24.8","10.6","0.9","0.5","0.0","0.1","1.3","",".","0.2",".","0.2","0.2",".","0.7","0.0"
"Prof Yr 1","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 2","","21","3.773","57.1","33.3","4.8",".",".",".",".","4.8","",".",".",".",".",".",".",".","."
"Prof Yr 3","","34","3.688","52.9","41.2","5.9",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","59","3.716","54.2","39.0","5.1",".",".",".",".","1.7","",".",".",".",".",".",".",".","."
"","College Total","16715","3.408","40.2","23.9","19.2","6.4","3.9","0.6","0.4","0.3","",".","4.4","0.1","0.0","0.2","0.0","0.1","0.0"
