"First Semester Greek","303
002
1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Greek","305
001
3","***","","","","","","","","","",".",".",".",".",".",".","."
"Greek Lyric Poets","512
001
11","3.900","72.7","18.2",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"GREEK
428","19
Dept. Total","3.655","63.2","10.5","10.5",".","5.3",".",".","10.5",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","",""
"Freshmen","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","8","3.429","62.5",".","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Special","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","10","3.889","70.0","20.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","Dept. Total
19","3.655","63.2","10.5","10.5",".","5.3",".",".","10.5",".",".",".",".",".",".",".","."
