"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Art/Sci of Human Flourishing","120
001","159","3.462","38.4","32.7","18.9","6.3","1.9",".","1.3",".",".",".",".",".","0.6",".",".","."
"Hum Sexuality-Soc,Psych Iss","160
001","90","3.417","48.9","30.0","3.3","8.9","3.3","2.2","3.3",".",".",".",".",".",".",".",".","."
"","202
001","334","3.054","25.7","21.3","23.4","12.9","9.6","5.7","1.2",".",".",".",".",".",".","0.3",".","."
"","002
202","354","2.952","25.7","18.4","20.3","15.5","10.7","5.9","3.1",".",".",".",".",".","0.3",".",".","."
"","202
003","238","3.790","83.2","8.4","2.5","1.7","0.8","3.4",".",".",".",".",".",".",".",".",".","."
"","202
004","348","3.560","64.1","14.9","5.5","4.0","2.6","1.4","3.4",".",".",".",".",".",".","0.3","3.7","."
"","005
202","365","3.246","37.0","23.0","18.9","9.9","4.1","3.8","2.5",".",".",".",".",".","0.8",".",".","."
"","202
006","377","3.067","29.4","22.0","16.4","14.6","7.7","6.6","1.9",".",".",".",".",".","1.1",".",".","0.3"
"","202
007","25","3.740","76.0","8.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","008
202","243","2.926","21.8","16.9","18.9","22.2","11.9","4.1","2.1",".",".",".",".",".","2.1",".",".","."
"","202
010","22","2.182","9.1","9.1","13.6","18.2","27.3","9.1","13.6",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","2306","3.206","39.8","18.2","15.5","11.5","7.0","4.5","2.2",".",".",".",".",".","0.6","0.1","0.6","0.0"
"Exploring Research in Psych","205
001","35","3.871","82.9","8.6","8.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
210","59","2.737","25.4","10.2","16.9","11.9","23.7","8.5","3.4",".",".",".",".",".",".",".",".","."
"","210
002","55","2.409","9.1","5.5","25.5","7.3","40.0","10.9","1.8",".",".",".",".",".",".",".",".","."
"","210
003","57","2.409","10.5","5.3","21.1","10.5","38.6","5.3","5.3",".",".",".",".",".","3.5",".",".","."
"","210
004","60","3.492","65.0","5.0","11.7","6.7","8.3","3.3",".",".",".",".",".",".",".",".",".","."
"","005
210","68","3.360","36.8","22.1","27.9","2.9","10.3",".",".",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","299","2.911","30.1","10.0","20.7","7.7","23.4","5.4","2.0",".",".",".",".",".","0.7",".",".","."
"","225
001","57","3.211","17.5","29.8","38.6","8.8","3.5","1.8",".",".",".",".",".",".",".",".",".","."
"","225
002","54","3.185","27.8","20.4","29.6","13.0","5.6","3.7",".",".",".",".",".",".",".",".",".","."
"","225
003","85","3.482","49.4","15.3","27.1","1.2","2.4",".","2.4",".",".",".",".",".","2.4",".",".","."
"","225
004","71","3.430","49.3","29.6","8.5","5.6","1.4",".","5.6",".",".",".",".",".",".",".",".","."
"Research Methods","Course Total","267","3.349","38.2","23.2","25.1","6.4","3.0","1.1","2.2",".",".",".",".",".","0.7",".",".","."
"Issues in Psychology","311
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","17","3.594","64.7","17.6","5.9",".",".",".","5.9",".",".",".",".",".","5.9",".",".","."
"Junior Honors Seminar","380
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology Law & Social Policy","401
001","96","3.396","39.6","22.9","24.0","8.3","3.1","2.1",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","403
001","340","2.929","16.5","24.4","21.5","15.3","14.1","3.8","2.1",".",".",".",".",".","1.8",".","0.6","."
"","405
001","229","2.996","10.0","41.0","18.3","14.8","8.7","4.8","1.7",".",".",".",".",".","0.4",".",".","."
"","405
002","14","3.536","50.0","35.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Abnormal Psychology","Course Total","243","3.036","12.3","40.7","17.7","14.0","8.2","4.9","1.6",".",".",".",".",".","0.4",".",".","."
"","414
001","252","2.747","16.7","11.1","27.0","18.7","17.1","6.3","2.8",".",".",".",".",".","0.4",".",".","."
"","414
002","13","3.423","38.5","15.4","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","Course Total","265","2.791","17.7","11.3","27.5","18.1","16.2","6.0","2.6",".",".",".",".",".","0.4",".",".","."
"","449
001","85","3.159","23.5","15.3","34.1","15.3","8.2",".",".",".",".",".",".",".","2.4","1.2",".","."
"","449
002","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior","Course Total","99","3.295","32.3","14.1","30.3","13.1","7.1",".",".",".",".",".",".",".","2.0","1.0",".","."
"Social Psychology","456
001","191","3.141","27.7","17.3","27.7","12.6","10.5","2.1","0.5",".","0.5",".",".",".",".",".","1.0","."
"Child Development","460
001","322","3.215","32.0","27.6","16.5","10.9","9.0","1.2","2.5",".",".",".",".",".","0.3",".",".","."
"Human Emotions:Biology-Culture","508
001","102","3.525","52.9","16.7","16.7","6.9","5.9",".",".",".",".",".",".",".",".",".","1.0","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 327 of 464",""
