"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
001","214","2.733","29.4","7.9","26.2","2.3","15.0","8.4","8.9",".",".",".",".",".","1.9",".",".","."
"","222
002","167","2.899","34.1","6.6","24.0","7.2","13.8","7.8","4.8",".",".",".",".",".","1.8",".",".","."
"","003
222","225","3.146","49.8","6.2","17.3","2.2","13.3","6.7","3.6",".",".",".",".",".","0.4",".",".","0.4"
"","222
004","193","2.813","34.7","7.3","22.3","5.2","13.5","8.8","7.8",".",".",".",".",".","0.5",".",".","."
"","222
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","801","2.905","37.3","7.1","22.3","4.0","13.9","7.9","6.2",".",".",".",".",".","1.1",".",".","0.1"
"","228
011","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
051","18","3.583","72.2",".","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","228
071","8","3.625","62.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","228
091","12","3.625","66.7","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","53","3.717","77.4","3.8","11.3","3.8","1.9","1.9",".",".",".",".",".",".",".",".",".","."
"","001
234","202","2.821","33.7","5.0","23.3","5.4","11.9","10.4","5.9",".",".",".",".",".","4.5",".",".","."
"","002
234","249","3.071","42.6","8.4","19.3","3.6","10.4","7.2","4.4",".",".",".",".",".","3.6",".",".","0.4"
"","234
003","237","3.094","48.9","5.5","16.0","5.5","9.7","9.3","3.8",".",".",".",".",".","1.3",".",".","."
"","234
004","233","3.177","48.1","7.3","19.7","2.6","11.6","5.6","3.4","0.9",".",".",".",".","0.9",".",".","."
"","234
005","224","3.037","36.2","7.6","26.8","3.1","13.8","3.1","4.9",".",".",".",".",".","4.5",".",".","."
"","234
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","1150","3.048","42.3","6.8","20.8","4.0","11.5","7.1","4.4","0.2",".",".",".",".","2.9",".",".","0.1"
"","240
001","67","3.030","22.4","11.9","35.8","20.9","3.0","1.5","3.0",".",".",".",".",".","1.5",".",".","."
"","002
240","53","3.059","17.0","20.8","30.2","20.8","5.7",".","1.9",".",".",".",".",".","3.8",".",".","."
"","003
240","48","3.130","31.3","16.7","22.9","16.7",".","6.3","2.1",".",".",".",".",".","4.2",".",".","."
"Intro to Discrete Mathematics","Course Total","168","3.067","23.2","16.1","30.4","19.6","3.0","2.4","2.4",".",".",".",".",".","3.0",".",".","."
"","309
001","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","309
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","32","3.922","87.5","9.4","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
002","8","3.625","62.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","63","3.190","36.5","23.8","7.9","14.3","14.3","1.6","1.6",".",".",".",".",".",".",".",".","."
"","320
001","68","2.904","14.7","17.6","29.4","22.1","11.8","2.9","1.5",".",".",".",".",".",".",".",".","."
"","320
002","38","2.947","26.3","18.4","21.1","7.9","18.4","5.3","2.6",".",".",".",".",".",".",".",".","."
"","320
003","72","2.613","8.3","8.3","22.2","29.2","26.4","2.8","1.4",".",".",".",".",".",".",".","1.4","."
"","004
320","76","2.801","14.5","10.5","28.9","17.1","21.1","2.6","1.3",".",".",".",".",".","3.9",".",".","."
"","320
005","83","2.869","15.7","16.9","27.7","15.7","14.5","3.6","2.4",".",".",".",".",".","3.6",".",".","."
"Linear Alg & Diff Equations","Course Total","337","2.815","14.8","13.9","26.4","19.3","18.4","3.3","1.8",".",".",".",".",".","1.8",".","0.3","."
"Appl Mathematical Analysis","321
001","58","2.053","10.3","3.4","13.8","13.8","27.6","17.2","12.1",".",".",".",".",".","1.7",".",".","."
"Appl Mathematical Analysis","322
001","13","2.923","46.2","7.7","7.7","7.7","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"","340
001","146","3.014","41.1","7.5","18.5","6.2","15.1","5.5","4.8",".",".",".",".",".","1.4",".",".","."
"","340
002","147","3.191","37.4","14.3","20.4","6.8","8.2","7.5",".",".",".",".",".",".","5.4",".",".","."
"","340
003","121","2.974","30.6","12.4","24.0","5.8","14.9","5.8","3.3",".",".",".",".",".","3.3",".",".","."
"","340
004","153","2.969","32.0","8.5","24.8","7.8","13.7","3.9","4.6",".",".",".",".",".","4.6",".",".","."
"Elem Matrix&Linear Algebra","Course Total","567","3.038","35.4","10.6","21.9","6.7","12.9","5.6","3.2",".",".",".",".",".","3.7",".",".","."
"","001
341","33","3.172","39.4","21.2","18.2",".","6.1","9.1","3.0",".",".",".",".",".",".","3.0",".","."
"","341
002","32","3.226","43.8","9.4","15.6","15.6","9.4",".","3.1",".",".",".",".",".","3.1",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","Page 294 of 464",""
