"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","52","2.363","11.5","7.7","19.2","13.5","28.8","9.6","7.7",".",".",".",".",".","1.9",".",".","."
"","112
002","52","2.755","11.5","13.5","34.6","11.5","21.2","1.9","3.8",".",".",".",".",".","1.9",".",".","."
"","112
003","50","2.600","8.0","6.0","36.0","10.0","22.0","4.0","4.0",".",".",".",".",".","10.0",".",".","."
"","112
004","57","2.583","8.8","12.3","36.8","3.5","21.1","5.3","7.0",".",".",".",".",".","5.3",".",".","."
"","005
112","55","2.519","5.5","10.9","27.3","12.7","29.1","10.9",".",".",".",".",".",".","3.6",".",".","."
"","112
006","55","2.500","16.4","5.5","29.1","10.9","16.4","9.1","9.1",".",".",".",".",".","3.6",".",".","."
"","112
007","57","2.509","10.5","14.0","29.8","7.0","19.3","5.3","10.5",".",".",".",".",".","3.5",".",".","."
"","112
008","57","2.593","19.3","7.0","22.8","10.5","21.1","7.0","7.0",".",".",".",".",".","5.3",".",".","."
"","112
009","53","2.521","11.3","9.4","26.4","9.4","22.6","1.9","9.4",".",".",".",".",".","9.4",".",".","."
"","112
010","53","2.279","5.7","5.7","32.1","11.3","20.8","15.1","7.5",".",".",".",".",".","1.9",".",".","."
"","011
112","33","2.333","6.1","9.1","27.3","3.0","39.4","9.1","6.1",".",".",".",".",".",".",".",".","."
"","112
030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Algebra","Course Total","578","2.517","10.9","9.3","29.1","9.7","23.0","7.1","6.6",".",".",".",".",".","4.3",".",".","."
"","001
113","35","2.561","20.0","11.4","22.9","8.6","11.4","8.6","11.4",".",".",".",".",".","5.7",".",".","."
"","113
002","40","2.463","17.5","10.0","20.0","2.5","32.5","10.0","7.5",".",".",".",".",".",".",".",".","."
"","113
003","53","2.337","7.5","1.9","26.4","18.9","28.3","9.4","5.7",".",".",".",".",".","1.9",".",".","."
"","113
004","53","2.429","13.2","5.7","22.6","5.7","32.1","5.7","7.5",".",".",".",".",".","7.5",".",".","."
"","005
113","71","2.671","28.2","8.5","16.9","11.3","16.9","8.5","8.5",".",".",".",".",".","1.4",".",".","."
"Trigonometry","Course Total","252","2.502","17.9","7.1","21.4","9.9","24.2","8.3","7.9",".",".",".",".",".","3.2",".",".","."
"","114
001","196","2.610","10.7","15.3","26.0","6.6","26.5","10.2","2.0",".",".",".",".",".","2.6",".",".","."
"","114
002","183","2.606","15.8","15.8","18.6","13.1","20.8","6.0","7.7",".",".",".",".",".","1.1","0.5","0.5","."
"Algebra and Trigonometry","Course Total","379","2.608","13.2","15.6","22.4","9.8","23.7","8.2","4.7",".",".",".",".",".","1.8","0.3","0.3","."
"Math for Tchng:Numbrs&Operatns","130
001","8","3.438","50.0","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng: Geom&Measrmnt","131
001","12","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","132
001","9","3.278","22.2","33.3","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","86","3.525","52.3","15.1","17.4","2.3","5.8",".","1.2",".",".",".",".",".","5.8",".",".","."
"Calc with Algebra & Trig I","171
001","237","2.842","22.4","10.5","29.5","12.2","13.9","7.2","3.0",".",".",".",".",".","1.3",".",".","."
"","211
001","306","2.944","36.9","8.2","19.0","12.7","12.4","4.6","6.2",".",".",".",".",".",".",".",".","."
"","211
002","333","2.939","20.7","17.1","27.0","11.7","15.0","4.5","1.8",".",".",".",".",".","2.1",".",".","."
"Calculus","Course Total","639","2.941","28.5","12.8","23.2","12.2","13.8","4.5","3.9",".",".",".",".",".","1.1",".",".","."
"Calc/Intro-Differntl Equats","213
001","132","3.027","24.2","16.7","28.0","11.4","12.9","2.3","2.3",".",".",".",".",".","2.3",".",".","."
"","221
001","251","2.632","17.1","9.6","27.1","4.4","28.7","6.4","4.8",".",".",".",".",".","2.0",".",".","."
"","221
002","277","2.836","28.2","6.9","26.7","5.1","22.0","5.1","4.3",".",".",".",".",".","1.8",".",".","."
"","221
003","285","2.496","15.4","8.1","26.0","4.6","28.1","9.8","6.3",".",".",".",".",".","1.8",".",".","."
"","221
004","269","2.740","26.4","7.1","26.4","4.5","20.8","5.6","7.1",".",".",".",".",".","1.9","0.4",".","."
"","221
005","248","2.608","20.6","5.2","25.0","6.9","29.0","6.9","5.2","0.4",".",".",".",".","0.8",".",".","."
"","221
006","303","2.773","25.7","7.6","25.1","6.6","20.5","5.9","5.3",".",".",".",".",".","3.3",".",".","."
"","221
007","250","2.593","16.4","13.2","24.4","4.4","24.0","8.0","6.8",".",".",".",".",".","2.4","0.4",".","."
"","008
221","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1890","2.674","21.7","8.1","25.9","5.2","24.5","6.8","5.7","0.1",".",".",".",".","2.0","0.1",".","."
