"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","360
019","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
020","20","3.700","60.0","25.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","360
021","18","3.611","44.4","38.9","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","360
022","18","3.611","33.3","61.1",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","360
023","20","3.425","35.0","45.0","15.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","360
024","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
026","20","3.600","35.0","50.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
027","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
028","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workplace Communication","Course Total","468","3.693","52.1","40.0","5.6","1.7",".",".","0.6",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","18","3.528","61.1",".","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","656
010","45","3.789","64.4","28.9","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","656
011","45","3.689","62.2","26.7","8.9",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"","656
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Machine Learning-BusAnalytics","Course Total","91","3.731","62.6","27.5","8.8",".",".",".","1.1",".",".",".",".",".",".",".",".","."
"","704
020","50","3.600","38.0","44.0","18.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
021","38","3.579","39.5","36.8","23.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Data to Decisions","Course Total","89","3.590","38.2","41.6","20.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
010","50","3.860","72.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
011","38","3.882","76.3","23.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","720
012","45","3.898","77.8","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","2.2"
"Business Data Visualization","Course Total","133","3.879","75.2","24.1",".",".",".",".",".",".",".",".",".",".",".",".",".","0.8"
"","730
010","43","3.774","62.8","25.6","9.3",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"","730
011","46","3.707","56.5","32.6","8.7",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"","730
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prescriptive Modeling & Opt","Course Total","90","3.742","60.0","28.9","8.9",".","1.1",".",".","1.1",".",".",".",".",".",".",".","."
"","740
010","45","3.689","48.9","40.0","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
011","49","3.653","42.9","44.9","12.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Expmnts CausMthds-","Course Total","95","3.674","46.3","42.1","11.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","760
010","45","3.978","95.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","760
011","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","760
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Business Data Technology","Course Total","92","3.967","96.7","2.2",".",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"","765
010","37","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
011","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
040","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","Page 48 of 464"
