"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","101","","28","3.839","92.9","3.6",".",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"104
Molecules to Life & Science","001","","43","3.965","95.3","2.3","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"501","001","","346","3.357","48.8","14.2","15.0","7.8","10.4","1.4","1.2",".",".",".",".",".","1.2",".",".","."
"501","002","","392","3.365","48.2","13.8","17.3","5.9","13.3","0.5","0.5",".",".",".",".",".","0.3",".","0.3","."
"Introduction-Biochemistry","Course Total","","738","3.361","48.5","14.0","16.3","6.8","11.9","0.9","0.8",".",".",".",".",".","0.7",".","0.1","."
"507
General Biochemistry I","001","","139","3.139","28.8","24.5","20.1","14.4","2.9","6.5","1.4",".",".",".",".",".","0.7","0.7",".","."
"510
Nutr Biochm & Mtblsm","001","","34","3.455","50.0","11.8","20.6","5.9","8.8",".",".",".",".",".",".",".","2.9",".",".","."
"551
Biochemical Methods","001","","76","3.599","51.3","28.9","11.8","3.9","3.9",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","21","3.238","42.9","19.0","23.8",".","4.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","15","3.200","20.0","20.0","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"621
Plant Biochemistry","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","20","3.450","25.0","40.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"645
Mol Ctrl of Mtblsm & Mtblc Dis","001","","21","3.524","38.1","28.6","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2022","","","","","","","","","","","","","","","","","","","","Page 13 of 464"
