"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","293","3.934","91.8","6.1","1.0",".","0.3","",".","0.3","",".","",".",".","",".","",".","",".","0.3",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","59","3.900","88.1","8.5","1.7",".",".","",".","1.7","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","61","3.840","80.3","16.4","3.3",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","62","3.932","96.8","1.6",".",".","1.6","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","102","3.989","97.1","2.0",".",".",".","",".",".","",".","",".",".","",".","",".","",".","1.0",".","."
"Undergraduates","","284","3.932","91.5","6.3","1.1",".","0.4","",".","0.4","",".","",".",".","",".","",".","",".","0.4",".","."
"Special","","7","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","College Total","293","3.934","91.8","6.1","1.0",".","0.3","",".","0.3","",".","",".",".","",".","",".","",".","0.3",".","."
