"","999
042","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
043","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
044","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","17","4.000","76.5",".",".",".",".",".",".","5.9","",".",".","",".","",".",".",".","17.6","."
"L I S
544","Dept. Total","1515","3.857","82.0","8.9","4.4","0.8","0.3","0.3","0.6","0.4","",".","0.9","",".","",".","1.1",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","3.697","74.4","9.1","10.7","2.5","0.8",".","2.5",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","186","3.872","84.9","6.5","5.9","1.6","0.5",".",".",".","",".",".","",".","",".","0.5",".",".","."
"Junior","","233","3.789","74.7","16.7","4.7","0.9","0.4","0.4","1.3",".","",".",".","",".","",".","0.9",".",".","."
"Senior","","207","3.813","78.3","12.6","5.3","1.0","0.5","1.0","0.5",".","",".",".","",".","",".","1.0",".",".","."
"Undergraduates","","747","3.803","78.2","11.8","6.2","1.3","0.5","0.4","0.9",".","",".",".","",".","",".","0.7",".",".","."
"Special","","38","3.808","71.1","13.2","7.9",".",".",".","2.6","2.6","",".",".","",".","",".","2.6",".",".","."
"Graduate","","729","3.926","86.6","5.8","2.3","0.3","0.1","0.1","0.1","0.7","",".","1.8","",".","",".","1.5",".","0.7","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1515","3.857","82.0","8.9","4.4","0.8","0.3","0.3","0.6","0.4","",".","0.9","",".","",".","1.1",".","0.3","."
