"","990
090","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
091","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
092","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","113","",".",".",".",".",".",".",".","34.5","",".",".","",".","65.5",".",".",".","."
"BIOCHEM
200","Dept. Total","1519","3.455","51.9","12.4","12.7","5.0","6.6","1.1","0.7","3.5","",".",".","",".","5.2","0.5","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.967","93.3","6.7",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","28","3.491","82.1","3.6","3.6","3.6","3.6",".","3.6",".","",".",".","",".",".",".",".",".","."
"Junior","","430","3.337","45.8","15.1","18.4","7.7","9.1","2.6","0.7",".","",".",".","",".",".","0.7",".",".","."
"Senior","","667","3.471","54.4","14.8","13.0","5.8","8.1","0.9","0.7",".","",".",".","",".","0.7","0.6",".","0.7","."
"Undergraduates","","1140","3.423","52.4","14.6","14.6","6.4","8.2","1.5","0.8",".","",".",".","",".","0.4","0.6",".","0.4","."
"Special","","30","3.259","46.7","13.3","10.0","3.3","16.7",".","3.3",".","",".",".","",".",".",".","3.3","3.3","."
"Graduate","","344","3.751","51.2","5.5","6.4","0.6","0.3",".",".","15.4","",".",".","",".","20.6",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","",".","",".","75.0",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".","60.0",".",".",".","."
"","Dept. Total","1519","3.455","51.9","12.4","12.7","5.0","6.6","1.1","0.7","3.5","",".",".","",".","5.2","0.5","0.1","0.4","."
